"SYMBOL 
","COMPANY 
","REGULATION 
","NAME OF THE ACQUIRER/DISPOSER 
","CATEGORY OF PERSON 
","TYPE OF SECURITY (PRIOR) 
","NO. OF SECURITY (PRIOR) 
","% SHAREHOLDING (PRIOR) 
","TYPE OF SECURITY (ACQUIRED/DISPLOSED) 
","NO. OF SECURITIES (ACQUIRED/DISPLOSED) 
","VALUE OF SECURITY (ACQUIRED/DISPLOSED) 
","ACQUISITION/DISPOSAL TRANSACTION TYPE 
","TYPE OF SECURITY (POST) 
","NO. OF SECURITY (POST) 
","% POST 
","DATE OF ALLOTMENT/ACQUISITION FROM 
","DATE OF ALLOTMENT/ACQUISITION TO 
","DATE OF INITMATION TO COMPANY 
","MODE OF ACQUISITION 
","DERIVATIVE TYPE SECURITY 
","DERIVATIVE CONTRACT SPECIFICATION 
","NOTIONAL VALUE(BUY) 
","NUMBER OF UNITS/CONTRACT LOT SIZE (BUY) 
","NOTIONAL VALUE(SELL) 
","NUMBER OF UNITS/CONTRACT LOT SIZE  (SELL) 
","EXCHANGE 
","REMARK 
","BROADCASTE DATE AND TIME 
","XBRL 
"
"JSWSTEEL","JSW Steel Limited","7(2)","JSW Steel Employees Welfare Trust ?  OPJ ESOP Plan 2021 A/c","Other","Equity Shares","3202321","0.13",,"84","99792","Sell","Equity Shares","3202237","0.13","12-Nov-2025","12-Nov-2025","12-Nov-2025","Market Sale","-","-","0","0","0","0","NSE","-","13-Nov-2025 18:41","https://nsearchives.nseindia.com/corporate/xbrl/IT_1189434_1573915_13112025064101_WEB.xml"
"ZEEL","Zee Entertainment Enterprises Limited","7(2)","Shreyasi Goenka","Immediate relative","Equity Shares","2264040","0.24",,"2435000","249645453","Buy","Equity Shares","4699040","0.49","12-Nov-2025","12-Nov-2025","13-Nov-2025","Market Purchase","-","-","0","0","0","0","NSE","-","13-Nov-2025 18:29","https://nsearchives.nseindia.com/corporate/xbrl/IT_1189432_1573860_13112025062932_WEB.xml"
"UDS","Updater Services Limited","7(2)","Raghunandana Tangirala","Promoters","Equity Shares","16094579","24.04",,"16000","3152000","Buy","Equity Shares","16110579","24.06","13-Nov-2025","13-Nov-2025","13-Nov-2025","Market Purchase","-","-","0","0","0","0","NSE","-","13-Nov-2025 18:20","https://nsearchives.nseindia.com/corporate/xbrl/IT_1189430_1573831_13112025062017_WEB.xml"
"LINC","Linc Limited","7(2)","AJANTA SALES PRIVATE LIMITED","Promoter Group","Equity Shares","1112180","1.87",,"60000","7380977","Buy","Equity Shares","1172180","1.97","12-Nov-2025","12-Nov-2025","12-Nov-2025","Market Purchase","-","-","0","0","0","0","NSE","-","13-Nov-2025 17:58","https://nsearchives.nseindia.com/corporate/xbrl/IT_1189428_1573729_13112025055809_WEB.xml"
"LINC","Linc Limited","7(2)","DEVANSHI JALAN","Promoter Group","Equity Shares","1841228","3.1",,"60000","7380985","Sell","Equity Shares","1781228","2.99","12-Nov-2025","12-Nov-2025","12-Nov-2025","Market Sale","-","-","0","0","0","0","NSE","-","13-Nov-2025 17:58","https://nsearchives.nseindia.com/corporate/xbrl/IT_1189428_1573729_13112025055809_WEB.xml"
"USHAMART","Usha Martin Limited","7(2)","Peterhouse Investments India Limited","Promoter Group","Equity Shares","4566529","1.5",,"100000","46767000","Sell","Equity Shares","4466529","1.47","12-Nov-2025","12-Nov-2025","13-Nov-2025","Market Sale","-","-","0","0","0","0","NSE","-","13-Nov-2025 17:54","https://nsearchives.nseindia.com/corporate/xbrl/IT_1189426_1573714_13112025055402_WEB.xml"
"MANGALAM","Mangalam Drugs And Organics Limited","7(2)","SHREE KISHORIJU TRADING AND INVESTMENTS PRIVATE LIMITED","Promoters","Equity Shares","1098515","6.94",,"105000","6689550","Pledge","Equity Shares","1098515","6.94","08-Nov-2025","08-Nov-2025","11-Nov-2025","Pledge Creation","-","-","0","0","0","0","NA","-","13-Nov-2025 17:43","https://nsearchives.nseindia.com/corporate/xbrl/IT_1189424_1573678_13112025054303_WEB.xml"
"BERGEPAINT","Berger Paints (I) Limited","7(2)","INDRAJIT AMAL MAJUMDAR","Employees/Designated Employees","Equity Shares","9866","0",,"300","169500","Sell","Equity Shares","9566","0","12-Nov-2025","12-Nov-2025","13-Nov-2025","Market Sale","-","-","0","0","0","0","NSE","-","13-Nov-2025 17:34","https://nsearchives.nseindia.com/corporate/xbrl/IT_1189422_1573662_13112025053442_WEB.xml"
"BETA","Beta Drugs Limited","7(2)","Neeraj Batra","Promoters","Equity Shares","6658746","65.96",,"185115","312103686","Sell","Equity Shares","6473631","64.13","13-Nov-2025","13-Nov-2025","13-Nov-2025","Market Sale","-","-","0","0","0","0","NSE","-","13-Nov-2025 17:29","https://nsearchives.nseindia.com/corporate/xbrl/IT_1189420_1573649_13112025052906_WEB.xml"
"AFFLE","Affle 3i Limited","7(2)","Affle (India) Limited Employees Welfare Trust","Other","Equity Shares","178442","0.12",,"1000","1050000","Sell","Equity Shares","177442","0.12","12-Nov-2025","12-Nov-2025","13-Nov-2025","ESOP","-","-","0","0","0","0","NA","-","13-Nov-2025 17:28","https://nsearchives.nseindia.com/corporate/xbrl/IT_1189419_1573647_13112025052841_WEB.xml"
"AFFLE","Affle 3i Limited","7(2)","Affle (India) Limited Employees Welfare Trust","Other","Equity Shares","1774422","0.12",,"1155","2012467","Sell","Equity Shares","176287","0.11","13-Nov-2025","13-Nov-2025","13-Nov-2025","ESOP","-","-","0","0","0","0","NSE","-","13-Nov-2025 17:28","https://nsearchives.nseindia.com/corporate/xbrl/IT_1189419_1573647_13112025052841_WEB.xml"
"AFFLE","Affle 3i Limited","7(2)","Nimisha Agarwal","-","Equity Shares","Nil","0",,"1000","1050000","Buy","Equity Shares","1000","0","12-Nov-2025","12-Nov-2025","12-Nov-2025","ESOP","-","-","0","0","0","0","NA","-","13-Nov-2025 17:28","https://nsearchives.nseindia.com/corporate/xbrl/IT_1189419_1573647_13112025052841_WEB.xml"
"KEI","KEI Industries Limited","7(2)","Kali Charan Sharma","-","Equity Shares","87741","0.09",,"10741","43303115","Sell","Equity Shares","77000","0.08","11-Nov-2025","11-Nov-2025","12-Nov-2025","Market Sale","-","-","0","0","0","0","NSE","-","13-Nov-2025 16:49","https://nsearchives.nseindia.com/corporate/xbrl/IT_1189416_1573523_13112025044936_WEB.xml"
"KEI","KEI Industries Limited","7(2)","Daya Nand Sharma","-","Equity Shares","8998","0.01",,"900","3626027","Sell","Equity Shares","8098","0.01","11-Nov-2025","11-Nov-2025","12-Nov-2025","Market Sale","-","-","0","0","0","0","NSE","-","13-Nov-2025 16:49","https://nsearchives.nseindia.com/corporate/xbrl/IT_1189416_1573523_13112025044936_WEB.xml"
"KEI","KEI Industries Limited","7(2)","Manoj Kakkar","-","Equity Shares","66000","0.07",,"3500","14118261","Sell","Equity Shares","62500","0.06","10-Nov-2025","11-Nov-2025","12-Nov-2025","Market Sale","-","-","0","0","0","0","NSE","-","13-Nov-2025 16:49","https://nsearchives.nseindia.com/corporate/xbrl/IT_1189416_1573523_13112025044936_WEB.xml"
"SHAILY","Shaily Engineering Plastics Limited","7(2)","Jignesh Manubhai Shah","-","Equity Shares","3750","0",,"501","2457","Sell","Equity Shares","3249","0","11-Nov-2025","11-Nov-2025","12-Nov-2025","Market Sale","-","-","0","0","0","0","NSE","-","13-Nov-2025 16:48","https://nsearchives.nseindia.com/corporate/xbrl/IT_1189415_1573520_13112025044843_WEB.xml"
"SHAILY","Shaily Engineering Plastics Limited","7(2)","Jignesh Manubhai Shah","-","Equity Shares","3249","0",,"500","2497","Sell","Equity Shares","2749","0","12-Nov-2025","12-Nov-2025","12-Nov-2025","Market Sale","-","-","0","0","0","0","NSE","-","13-Nov-2025 16:48","https://nsearchives.nseindia.com/corporate/xbrl/IT_1189415_1573520_13112025044843_WEB.xml"
"SHAILY","Shaily Engineering Plastics Limited","7(2)","Jignesh Manubhai Shah","-","Equity Shares","2749","0",,"500","2597","Sell","Equity Shares","2249","0","13-Nov-2025","13-Nov-2025","13-Nov-2025","Market Sale","-","-","0","0","0","0","NSE","-","13-Nov-2025 16:48","https://nsearchives.nseindia.com/corporate/xbrl/IT_1189415_1573520_13112025044843_WEB.xml"
"LALPATHLAB","Dr. Lal Path Labs Ltd.","7(2)","Dr. Lal PathLabs Employees Welfare Trust","Other","Equity Shares","301221","0.36",,"3200","32000","Sell","Equity Shares","298021","0.36","12-Nov-2025","12-Nov-2025","13-Nov-2025","ESOP","-","-","0","0","0","0","NA","-","13-Nov-2025 16:32","https://nsearchives.nseindia.com/corporate/xbrl/IT_1189412_1573483_13112025043246_WEB.xml"
"LALPATHLAB","Dr. Lal Path Labs Ltd.","7(2)","Ved Prakash Goel","Key Managerial Personnel","Equity Shares","15627","0.02",,"3200","32000","Buy","Equity Shares","18827","0.02","12-Nov-2025","12-Nov-2025","13-Nov-2025","ESOP","-","-","0","0","0","0","NA","-","13-Nov-2025 16:32","https://nsearchives.nseindia.com/corporate/xbrl/IT_1189412_1573483_13112025043246_WEB.xml"
"JSWENERGY","JSW Energy Limited","7(2)","JSW Energy Employees ESOP Trust","Other","Equity Shares","73585","0",,"34389","1786852","Sell","Equity Shares","39196","0","10-Nov-2025","10-Nov-2025","12-Nov-2025","ESOP","-","-","0","0","0","0","NA","-","13-Nov-2025 15:34","https://nsearchives.nseindia.com/corporate/xbrl/IT_1189409_1573385_13112025033410_WEB.xml"
"JSWENERGY","JSW Energy Limited","7(2)","JSW Energy Employees Welfare Trust","Other","Equity Shares","1151601","0.07",,"196","102148","Sell","Equity Shares","1151405","0.07","07-Nov-2025","07-Nov-2025","11-Nov-2025","Market Sale","-","-","0","0","0","0","NSE","-","13-Nov-2025 15:34","https://nsearchives.nseindia.com/corporate/xbrl/IT_1189409_1573385_13112025033410_WEB.xml"
"TEMBO","Tembo Global Industries Limited","7(2)","TARUNA SANJAY PATEL","Promoters","Equity Shares","1038750","6.72",,"302000","50000000","Pledge","Equity Shares","1038750","6.72","11-Nov-2025","11-Nov-2025","13-Nov-2025","Market Purchase","-","-","0","0","0","0","NSE","-","13-Nov-2025 14:20","https://nsearchives.nseindia.com/corporate/xbrl/IT_1189407_1573312_13112025022045_WEB.xml"
"STEL","Stel Holdings Limited","7(2)","LEBNITZE REAL ESTATES PVT LTD","Promoter Group","Equity Shares","452260","2.45",,"2592","1128566","Buy","Equity Shares","454852","2.46","12-Nov-2025","12-Nov-2025","12-Nov-2025","Market Purchase","-","-","0","0","0","0","NSE","-","13-Nov-2025 14:15","https://nsearchives.nseindia.com/corporate/xbrl/IT_1189405_1573303_13112025021511_WEB.xml"
"AJANTPHARM","Ajanta Pharma Limited","7(2)","SHAILESH R SINGH","Other","Equity Shares","19857","0.02",,"3000","7585290","Sell","Equity Shares","16857","0.01","11-Nov-2025","11-Nov-2025","13-Nov-2025","Market Sale","-","-","0","0","0","0","NSE","-","13-Nov-2025 14:04","https://nsearchives.nseindia.com/corporate/xbrl/IT_1189403_1573293_13112025020401_WEB.xml"
"AJANTPHARM","Ajanta Pharma Limited","7(2)","SHAILESH R SINGH","Other","Equity Shares","16857","0.01",,"2000","5130820","Sell","Equity Shares","14857","0.01","12-Nov-2025","12-Nov-2025","13-Nov-2025","Market Sale","-","-","0","0","0","0","NSE","-","13-Nov-2025 14:04","https://nsearchives.nseindia.com/corporate/xbrl/IT_1189403_1573293_13112025020401_WEB.xml"
"GANGAFORGE","Ganga Forging Limited","7(2)","Hiralal Mahidas Tilva","Promoters","Equity Shares","16027360","11.89",,"2531994","8465680","Sell","Equity Shares","13495366","10.01","11-Nov-2025","12-Nov-2025","12-Nov-2025","Market Sale","-","-","0","0","0","0","NSE","-","13-Nov-2025 12:17","https://nsearchives.nseindia.com/corporate/xbrl/IT_1189400_1573210_13112025121705_WEB.xml"
"GANGAFORGE","Ganga Forging Limited","7(2)","Rakesh Chhaganlal Patel","Promoters","Equity Shares","8622240","6.4",,"2450000","8199000","Sell","Equity Shares","6172240","4.58","11-Nov-2025","12-Nov-2025","12-Nov-2025","Market Sale","-","-","0","0","0","0","NSE","-","13-Nov-2025 12:17","https://nsearchives.nseindia.com/corporate/xbrl/IT_1189400_1573210_13112025121705_WEB.xml"
"PAISALO","Paisalo Digital Limited","7(2)","EQUILIBRATED VENTURE CFLOW PRIVATE LIMITED","Promoter Group","Equity Shares","181392446","20.11",,"4394034","146146933","Buy","Equity Shares","185786480","20.43","13-Nov-2025","13-Nov-2025","13-Nov-2025","Market Purchase","-","-","0","0","0","0","NSE","-","13-Nov-2025 12:05","https://nsearchives.nseindia.com/corporate/xbrl/IT_1189398_1573201_13112025120510_WEB.xml"
"NIBL","NRB Industrial Bearings Limited","7(2)","Aarti Devesh Sahney","Promoters","Equity Shares","524370","2.16",,"70000","2109800","Buy","Equity Shares","594370","2.45","12-Nov-2025","12-Nov-2025","13-Nov-2025","Market Purchase","-","-","0","0","0","0","NSE","-","13-Nov-2025 11:17","https://nsearchives.nseindia.com/corporate/xbrl/IT_1189395_1573175_13112025111733_WEB.xml"
