"SYMBOL 
","COMPANY 
","REGULATION 
","NAME OF THE ACQUIRER/DISPOSER 
","CATEGORY OF PERSON 
","TYPE OF SECURITY (PRIOR) 
","NO. OF SECURITY (PRIOR) 
","% SHAREHOLDING (PRIOR) 
","TYPE OF SECURITY (ACQUIRED/DISPLOSED) 
","NO. OF SECURITIES (ACQUIRED/DISPLOSED) 
","VALUE OF SECURITY (ACQUIRED/DISPLOSED) 
","ACQUISITION/DISPOSAL TRANSACTION TYPE 
","TYPE OF SECURITY (POST) 
","NO. OF SECURITY (POST) 
","% POST 
","DATE OF ALLOTMENT/ACQUISITION FROM 
","DATE OF ALLOTMENT/ACQUISITION TO 
","DATE OF INITMATION TO COMPANY 
","MODE OF ACQUISITION 
","DERIVATIVE TYPE SECURITY 
","DERIVATIVE CONTRACT SPECIFICATION 
","NOTIONAL VALUE(BUY) 
","NUMBER OF UNITS/CONTRACT LOT SIZE (BUY) 
","NOTIONAL VALUE(SELL) 
","NUMBER OF UNITS/CONTRACT LOT SIZE  (SELL) 
","EXCHANGE 
","REMARK 
","BROADCASTE DATE AND TIME 
","XBRL 
"
"ROTO","Roto Pumps Limited","7(2)","Harish Chandra Gupta HUF","Promoter Group","Equity Shares","7466494","3.96",,"17183","1084124","Buy","Equity Shares","7483677","3.97","28-Nov-2025","01-Dec-2025","02-Dec-2025","Market Purchase","-","-","0","0","0","0","NSE","-","03-Dec-2025 22:10","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190737_1582578_03122025101015_WEB.xml"
"ROTO","Roto Pumps Limited","7(2)","GOPIKA GUPTA","Promoter Group","Equity Shares","300000","0.16",,"43482","2681209","Buy","Equity Shares","343482","0.18","27-Nov-2025","28-Nov-2025","01-Dec-2025","Market Purchase","-","-","0","0","0","0","NSE","-","03-Dec-2025 22:10","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190737_1582578_03122025101015_WEB.xml"
"PRAMARA","Pramara Promotions Limited","7(2)","ROHIT NANDKISHORE LAMBA","Promoters","Equity Shares","5037325","36.12",,"126000","44082234","Sell","Equity Shares","4911325","35.22","28-Nov-2025","01-Dec-2025","02-Dec-2025","Market Sale","-","-","0","0","0","0","NSE","-","03-Dec-2025 20:02","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190735_1582573_03122025080200_WEB.xml"
"FUSION","Fusion Finance Limited","7(2)","Md Modaswer Hossain","-","Equity Shares","28650","0.02",,"26000","4382670","Sell","Equity Shares","2650","0","20-Nov-2025","25-Nov-2025","03-Dec-2025","Market Sale","-","-","0","0","0","0","NSE","-","03-Dec-2025 18:25","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190733_1582527_03122025062541_WEB.xml"
"JINDALSTEL","JINDAL STEEL LIMITED","7(2)","JINDAL CEMENT INDUSTRIES PRIVATE LIMITED","Promoter Group","Equity Shares","2157624","0.21",,"118448","123424000","Buy","Equity Shares","2276072","0.22","01-Dec-2025","01-Dec-2025","01-Dec-2025","Market Purchase","-","-","0","0","0","0","NSE","-","03-Dec-2025 18:23","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190731_1582519_03122025062338_WEB.xml"
"JINDALSTEL","JINDAL STEEL LIMITED","7(2)","JINDAL CEMENT INDUSTRIES PRIVATE LIMITED","Promoter Group","Equity Shares","2023361","0.2",,"134263","139233416","Buy","Equity Shares","2157624","0.21","27-Nov-2025","27-Nov-2025","01-Dec-2025","Market Purchase","-","-","0","0","0","0","NSE","-","03-Dec-2025 18:23","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190731_1582519_03122025062338_WEB.xml"
"KIRLOSIND","Kirloskar Industries Limited","7(2)","Jagdish Purandare","Employees/Designated Employees","Equity Shares","6731","0.06",,"700","2378113","Sell","Equity Shares","6031","0.06","02-Dec-2025","02-Dec-2025","03-Dec-2025","Market Sale","-","-","0","0","0","0","NSE","-","03-Dec-2025 18:10","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190729_1582513_03122025061019_WEB.xml"
"SAFARI","Safari Industries (India) Limited","7(2)","SIDDHARTH GAUTAM","-","Equity Shares","3052","0",,"1500","3639960","Sell","Equity Shares","1552","0","01-Dec-2025","01-Dec-2025","02-Dec-2025","Market Sale","-","-","0","0","0","0","NSE","-","03-Dec-2025 18:04","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190727_1582509_03122025060443_WEB.xml"
"ZODIAC","Zodiac Energy Limited","7(2)","Aryan Jaxay Shah","Immediate relative","Equity Shares","100001","0.66",,"11045","3725029","Sell","Equity Shares","88956","0.59","27-Nov-2025","01-Dec-2025","03-Dec-2025","Market Sale","-","-","0","0","0","0","NSE","-","03-Dec-2025 17:55","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190724_1582500_03122025055531_WEB.xml"
"TREEHOUSE","Tree House Education & Accessories Limited","7(2)","Abhishek Bhatia","Promoter Group","Equity Shares","823750","1.95",,"446250","3690525","Buy","Equity Shares","1270000","3","01-Dec-2025","02-Dec-2025","03-Dec-2025","Market Purchase","-","-","0","0","0","0","NSE","-","03-Dec-2025 17:45","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190721_1582495_03122025054512_WEB.xml"
"DIAMINESQ","Diamines & Chemicals Limited","7(2)","Cherry A Mehta","Promoters","Equity Shares","1067874","10.91",,"2500","667500","Buy","Equity Shares","1070374","10.94","03-Dec-2025","03-Dec-2025","03-Dec-2025","Market Purchase","-","-","0","0","0","0","BSE","-","03-Dec-2025 17:36","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190718_1582488_03122025053644_WEB.xml"
"DIAMINESQ","Diamines & Chemicals Limited","7(2)","Mohak A Mehta","Promoters","Equity Shares","496951","5.08",,"2500","667500","Buy","Equity Shares","499451","5.1","03-Dec-2025","03-Dec-2025","03-Dec-2025","Market Purchase","-","-","0","0","0","0","BSE","-","03-Dec-2025 17:36","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190718_1582488_03122025053644_WEB.xml"
"DIAMINESQ","Diamines & Chemicals Limited","7(2)","Harsh A Mehta","Promoters","Equity Shares","504590","5.16",,"2500","667500","Buy","Equity Shares","507090","5.18","03-Dec-2025","03-Dec-2025","03-Dec-2025","Market Purchase","-","-","0","0","0","0","BSE","-","03-Dec-2025 17:36","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190718_1582488_03122025053644_WEB.xml"
"DIAMINESQ","Diamines & Chemicals Limited","7(2)","Amit M Mehta","Promoters","Equity Shares","1266581","12.95",,"2500","667529","Buy","Equity Shares","1269081","12.97","03-Dec-2025","03-Dec-2025","03-Dec-2025","Market Purchase","-","-","0","0","0","0","BSE","-","03-Dec-2025 17:36","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190718_1582488_03122025053644_WEB.xml"
"SERVOTECH","Servotech Renewable Power System Limited","7(2)","SARIKA BHATIA","Promoters","Equity Shares","30096750","13.33",,"50000","4422500","Sell","Equity Shares","30046750","13.3","02-Dec-2025","02-Dec-2025","03-Dec-2025","Market Sale","-","-","0","0","0","0","NSE","-","03-Dec-2025 17:16","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190715_1582477_03122025051627_WEB.xml"
"NCC","NCC Limited","7(2)","Paavan Anish Varma Alluri","Promoter Group","Equity Shares","Nil","0",,"436157","0","Buy","Equity Shares","436157","0.07","02-Dec-2025","02-Dec-2025","03-Dec-2025","Gift","-","-","0","0","0","0","NA","-","03-Dec-2025 17:15","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190714_1582474_03122025051513_WEB.xml"
"NCC","NCC Limited","7(2)","Alluri Srimannarayana Raju","Promoters","Equity Shares","4092985","0.65",,"436157","0","Sell","Equity Shares","3656828","0.58","02-Dec-2025","02-Dec-2025","03-Dec-2025","Gift","-","-","0","0","0","0","NA","-","03-Dec-2025 17:15","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190714_1582474_03122025051513_WEB.xml"
"PCCL","Petro Carbon and Chemicals Limited","7(2)","Gaurav Atha","Promoters","Equity Shares","2381480","9.64",,"330880","57986720","Buy","Equity Shares","2712360","10.98","03-Dec-2025","03-Dec-2025","03-Dec-2025","Inter-se-Transfer","-","-","0","0","0","0","NA","-","03-Dec-2025 17:09","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190710_1582471_03122025050941_WEB.xml"
"PCCL","Petro Carbon and Chemicals Limited","7(2)","Dilip Kumar Atha","Promoters","Equity Shares","2982997","12.08",,"330880","57986720","Sell","Equity Shares","2652117","10.74","03-Dec-2025","03-Dec-2025","03-Dec-2025","Inter-se-Transfer","-","-","0","0","0","0","NA","-","03-Dec-2025 17:01","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190708_1582465_03122025050141_WEB.xml"
"SERVOTECH","Servotech Renewable Power System Limited","7(2)","RAMAN BHATIA HUF","Promoter Group","Equity Shares","30310550","13.42",,"50000","4451394","Sell","Equity Shares","30260550","13.4","02-Dec-2025","02-Dec-2025","03-Dec-2025","Market Sale","-","-","0","0","0","0","-","-","03-Dec-2025 16:52","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190707_1582459_03122025045229_WEB.xml"
"BHARATGEAR","Bharat Gears Limited","7(2)","NARESH VERMA","-","Equity Shares","11100","0.07",,"500","55000","Buy","Equity Shares","11600","0.08","01-Dec-2025","01-Dec-2025","03-Dec-2025","Market Purchase","-","-","0","0","0","0","NSE","-","03-Dec-2025 16:46","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190706_1582449_03122025044647_WEB.xml"
"GROWW","Billionbrains Garage Ventures Limited","7(2)","Govindraj Kamal","-","Equity Shares","300482","0",,"25000","3975000","Sell","Equity Shares","275482","0","01-Dec-2025","01-Dec-2025","01-Dec-2025","Market Sale","-","-","0","0","0","0","NSE","-","03-Dec-2025 16:40","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190704_1582446_03122025044023_WEB.xml"
"GROWW","Billionbrains Garage Ventures Limited","7(2)","Govindraj Kamal","-","Equity Shares","275482","0",,"25000","4028500","Sell","Equity Shares","250482","0","01-Dec-2025","01-Dec-2025","01-Dec-2025","Market Sale","-","-","0","0","0","0","NSE","-","03-Dec-2025 16:40","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190704_1582446_03122025044023_WEB.xml"
"GROWW","Billionbrains Garage Ventures Limited","7(2)","Adit Sunil Gupta","-","Equity Shares","2769405","0.04",,"10000","1625800","Sell","Equity Shares","2759405","0.04","27-Nov-2025","27-Nov-2025","01-Dec-2025","Market Sale","-","-","0","0","0","0","NSE","-","03-Dec-2025 16:40","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190704_1582446_03122025044023_WEB.xml"
"NAUKRI","Info Edge (India) Limited","7(2)","Info Edge Employees Stock Option Plan Trust","Other","Equity Shares","936573","0.14",,"1344","2688","Sell","Equity Shares","935229","0.14","02-Dec-2025","02-Dec-2025","03-Dec-2025","ESOP","-","-","0","0","0","0","NA","-","03-Dec-2025 16:33","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190702_1582435_03122025043304_WEB.xml"
"ADVENTHTL","Advent Hotels International Limited","7(2)","Vinod Goenka HUF","Promoter Group","Equity Shares","53608","0.1",,"50000","11177896","Buy","Equity Shares","103608","0.19","01-Dec-2025","01-Dec-2025","02-Dec-2025","Market Purchase","-","-","0","0","0","0","BSE,NSE","-","03-Dec-2025 16:29","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190700_1582429_03122025042906_WEB.xml"
"SIGACHI","Sigachi Industries Limited","7(2)","RPS Industries Private Limited","Promoters","Equity Shares","70857250","18.54",,"3000000","113970000","Sell","Equity Shares","67857250","17.76","01-Dec-2025","01-Dec-2025","02-Dec-2025","Market Sale","-","-","0","0","0","0","NSE","-","03-Dec-2025 15:55","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190692_1582407_03122025035538_WEB.xml"
"ADSL","Allied Digital Services Limited","7(2)","Amit Jayantilal Vora","-","Equity Shares","18961","0.03",,"4000","679000","Sell","Equity Shares","14961","0.02","01-Dec-2025","01-Dec-2025","02-Dec-2025","Market Sale","-","-","0","0","0","0","NSE","-","03-Dec-2025 15:43","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190690_1582386_03122025034324_WEB.xml"
"ADSL","Allied Digital Services Limited","7(2)","Amit Jayantilal Vora","-","Equity Shares","21961","0.03",,"3000","500000","Sell","Equity Shares","18961","0.03","21-Nov-2025","21-Nov-2025","24-Nov-2025","Market Sale","-","-","0","0","0","0","NSE","-","03-Dec-2025 15:43","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190690_1582386_03122025034324_WEB.xml"
"ADSL","Allied Digital Services Limited","7(2)","Amit Jayantilal Vora","-","Equity Shares","22371","0.03",,"410","69000","Sell","Equity Shares","21961","0.03","19-Nov-2025","19-Nov-2025","19-Nov-2025","Market Sale","-","-","0","0","0","0","NSE","-","03-Dec-2025 15:43","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190690_1582386_03122025034324_WEB.xml"
"FONEBOX","Fonebox Retail Limited","7(2)","Bhagwatiben Lallubhai Desai","Immediate relative","Equity Shares","13000","0.13",,"8000","796500","Buy","Equity Shares","21000","0.2","25-Nov-2025","27-Nov-2025","29-Nov-2025","Market Purchase","-","-","0","0","0","0","NSE","-","03-Dec-2025 15:30","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190687_1582380_03122025033039_WEB.xml"
"FONEBOX","Fonebox Retail Limited","7(2)","Parth Lallubhai Desai","Promoters","Equity Shares","1212750","11.82",,"2000","198500","Buy","Equity Shares","1214750","11.84","02-Dec-2025","02-Dec-2025","03-Dec-2025","Market Purchase","-","-","0","0","0","0","NSE","-","03-Dec-2025 15:30","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190687_1582380_03122025033039_WEB.xml"
"FONEBOX","Fonebox Retail Limited","7(2)","Lallubhai Arjanbhai Desai","Immediate relative","Equity Shares","16000","0.16",,"2000","199000","Buy","Equity Shares","18000","0.18","27-Nov-2025","27-Nov-2025","29-Nov-2025","Market Purchase","-","-","0","0","0","0","NSE","-","03-Dec-2025 15:30","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190687_1582380_03122025033039_WEB.xml"
"ARVINDFASN","Arvind Fashions Limited","7(2)","Anurag Pandey","Employees/Designated Employees","Equity Shares","22500","0.02",,"5000","765850","Buy","Equity Shares","27500","0.02","03-Dec-2025","03-Dec-2025","03-Dec-2025","ESOP","-","-","0","0","0","0","NA","-","03-Dec-2025 15:26","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190685_1582377_03122025032638_WEB.xml"
"DBCORP","D.B.Corp Limited","7(2)","D B Power Limited","Promoter Group","Equity Shares","2127929","1.19",,"10646","2762279","Buy","Equity Shares","2138575","1.2","01-Dec-2025","01-Dec-2025","01-Dec-2025","Market Purchase","-","-","0","0","0","0","NSE","-","03-Dec-2025 15:20","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190683_1582372_03122025032003_WEB.xml"
"DBCORP","D.B.Corp Limited","7(2)","D B Power Limited","Promoter Group","Equity Shares","2138575","1.2",,"16087","4173864","Buy","Equity Shares","2154662","1.21","02-Dec-2025","02-Dec-2025","03-Dec-2025","Market Purchase","-","-","0","0","0","0","NSE","-","03-Dec-2025 15:20","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190683_1582372_03122025032003_WEB.xml"
"GCHOTELS","Grand Continent Hotels Limited","7(2)","V Swaminathan","Director","Equity Shares","Nil","0",,"9000","1432000","Buy","Equity Shares","9000","0.03","02-Dec-2025","02-Dec-2025","03-Dec-2025","Market Purchase","-","-","0","0","0","0","NSE","-","03-Dec-2025 15:06","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190681_1582366_03122025030601_WEB.xml"
"COFFEEDAY","Coffee Day Enterprises Limited","7(2)","V.G.Siddhartha","Promoters","Equity Shares","1199658","0.57",,"999658","0","Sell","Equity Shares","200000","0.1","02-Dec-2025","02-Dec-2025","03-Dec-2025","Inter-se-Transfer","-","-","0","0","0","0","NA","-","03-Dec-2025 15:01","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190680_1582363_03122025030143_WEB.xml"
"COFFEEDAY","Coffee Day Enterprises Limited","7(2)","Malavika Hegde","Promoters","Equity Shares","1537402","0.73",,"999658","0","Buy","Equity Shares","2537060","1.2","02-Dec-2025","02-Dec-2025","03-Dec-2025","Inter-se-Transfer","-","-","0","0","0","0","NA","-","03-Dec-2025 15:01","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190680_1582363_03122025030143_WEB.xml"
"VINSYS","Vinsys It Services India Limited","7(2)","Kunal Vikrant Patil","Promoter Group","Equity Shares","735000","5.01",,"136000","59094800","Sell","Equity Shares","599000","4.08","27-Nov-2025","28-Nov-2025","02-Dec-2025","Market Sale","-","-","0","0","0","0","NSE","-","03-Dec-2025 14:48","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190678_1582360_03122025024808_WEB.xml"
"STEL","Stel Holdings Limited","7(2)","SOFREAL MERCANTRADE PRIVATE LTD","Promoter Group","Equity Shares","154415","0.84",,"595","308109","Buy","Equity Shares","155010","0.84","01-Dec-2025","01-Dec-2025","02-Dec-2025","Market Purchase","-","-","0","0","0","0","BSE","-","03-Dec-2025 14:23","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190674_1582342_03122025022301_WEB.xml"
"STEL","Stel Holdings Limited","7(2)","SOFREAL MERCANTRADE PRIVATE LTD","Promoter Group","Equity Shares","142866","0.77",,"11549","5981051","Buy","Equity Shares","154415","0.84","01-Dec-2025","01-Dec-2025","02-Dec-2025","Market Purchase","-","-","0","0","0","0","NSE","-","03-Dec-2025 14:23","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190674_1582342_03122025022301_WEB.xml"
"STEL","Stel Holdings Limited","7(2)","LEBNITZE REAL ESTATES PVT LTD","Promoter Group","Equity Shares","468227","2.53",,"4500","2364872","Buy","Equity Shares","472727","2.56","02-Dec-2025","02-Dec-2025","02-Dec-2025","Market Purchase","-","-","0","0","0","0","NSE","-","03-Dec-2025 14:23","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190674_1582342_03122025022301_WEB.xml"
"CGCL","Capri Global Capital Limited","7(2)","Bhaskarla Keshav Kumar","Employees/Designated Employees","Equity Shares","9000","0",,"4000","764480","Sell","Equity Shares","5000","0","22-Nov-2025","22-Nov-2025","03-Dec-2025","Market Sale","-","-","0","0","0","0","NSE","-","03-Dec-2025 14:08","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190672_1582335_03122025020825_WEB.xml"
"CGCL","Capri Global Capital Limited","7(2)","Bhaskarla Keshav Kumar","Employees/Designated Employees","Equity Shares","5000","0",,"4000","776000","Sell","Equity Shares","1000","0","27-Nov-2025","27-Nov-2025","03-Dec-2025","Market Sale","-","-","0","0","0","0","NSE","-","03-Dec-2025 14:08","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190672_1582335_03122025020825_WEB.xml"
"BERGEPAINT","Berger Paints (I) Limited","7(2)","Amit Chatterjee","Employees/Designated Employees","Equity Shares","321","0",,"300","165750","Sell","Equity Shares","21","0","03-Dec-2025","03-Dec-2025","03-Dec-2025","Market Sale","-","-","0","0","0","0","NSE","-","03-Dec-2025 13:40","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190670_1582330_03122025014050_WEB.xml"
"DECCANTRAN","Deccan Transcon Leasing Limited","7(2)","Shekhar Miriyala","Promoters","Equity Shares","2180832","9.59",,"34800","1011240","Sell","Equity Shares","2146032","9.44","17-Nov-2025","27-Nov-2025","01-Dec-2025","Market Sale","-","-","0","0","0","0","NSE","-","03-Dec-2025 13:15","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190668_1582320_03122025011546_WEB.xml"
"USHAMART","Usha Martin Limited","7(2)","Usha Martin Limited Employee Welfare Trust","Employees/Designated Employees","Equity Shares","286500","0.09",,"4000","1696057","Buy","Equity Shares","290500","0.1","02-Dec-2025","02-Dec-2025","03-Dec-2025","Market Purchase","-","-","0","0","0","0","NSE","-","03-Dec-2025 13:03","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190666_1582314_03122025010348_WEB.xml"
"MANGALAM","Mangalam Drugs And Organics Limited","7(2)","SHREE RASBIHARI TRADING AND INVESTMENTS PVT LTD","Promoters","Equity Shares","1011663","6.39",,"29100","859614","Pledge Invoke","Equity Shares","982563","6.21","27-Nov-2025","27-Nov-2025","02-Dec-2025","Invocation of pledge","-","-","0","0","0","0","NA","-","03-Dec-2025 13:01","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190664_1582309_03122025010133_WEB.xml"
"AARTIPHARM","Aarti Pharmalabs Limited","7(2)","-","-",,"-","0",,,"-","-","-","-","-","-","-","-","-","-","-","0","0","0","0","-","-","03-Dec-2025 12:51","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190659_1582302_03122025125103_WEB.xml"
"CAMPUS","Campus Activewear Limited","7(2)","CHANDER PARKASH GUPTA","Immediate relative","Equity Shares","100000","0.03",,"10000","2736700","Sell","Equity Shares","90000","0.03","02-Dec-2025","02-Dec-2025","03-Dec-2025","Market Sale","-","-","0","0","0","0","NSE","-","03-Dec-2025 11:55","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190651_1582279_03122025115529_WEB.xml"
"SURYAROSNI","Surya Roshni Limited","7(2)","Diwarkar Marketing Private Limited","Promoter Group","Equity Shares","22733000","10.43",,"50000","13343254","Buy","Equity Shares","22783000","10.47","01-Dec-2025","01-Dec-2025","02-Dec-2025","Market Purchase","-","-","0","0","0","0","NSE","-","03-Dec-2025 11:48","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190649_1582276_03122025114842_WEB.xml"
"ECLERX","eClerx Services Limited","7(2)","Eclerx Employee Welfare Trust","Other","Equity Shares","810284","1.7",,"3958","18950829","Buy","Equity Shares","814242","1.7","02-Dec-2025","02-Dec-2025","02-Dec-2025","-","-","-","0","0","0","0","NSE","-","03-Dec-2025 11:45","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190647_1582273_03122025114551_WEB.xml"
"ECLERX","eClerx Services Limited","7(2)","Eclerx Employee Welfare Trust","Other","Equity Shares","806214","1.69",,"4070","18943662","Buy","Equity Shares","810284","1.7","01-Dec-2025","01-Dec-2025","02-Dec-2025","-","-","-","0","0","0","0","NSE","-","03-Dec-2025 11:45","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190647_1582273_03122025114551_WEB.xml"
"EUROPRATIK","Euro Pratik Sales Limited","7(2)","Seemant Sacheti","-","Equity Shares","1907000","1.87",,"9650","2067000","Buy","Equity Shares","1907000","1.87","28-Nov-2025","01-Dec-2025","01-Dec-2025","Market Purchase","-","-","0","0","0","0","NSE","-","03-Dec-2025 11:41","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190645_1582270_03122025114139_WEB.xml"
"EUROPRATIK","Euro Pratik Sales Limited","7(2)","Abhinav Sacheti","Key Managerial Personnel","Equity Shares","367060","0.36",,"855","292422","Buy","Equity Shares","367915","0.36","28-Nov-2025","28-Nov-2025","01-Dec-2025","Market Purchase","-","-","0","0","0","0","NSE","-","03-Dec-2025 11:41","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190645_1582270_03122025114139_WEB.xml"
"DHANBANK","Dhanlaxmi Bank Limited","7(2)","K.N MADHUSOODANAN","Director","Equity Shares","2282558","0.57",,"8000","212000","Buy","Equity Shares","2290558","0.58","02-Dec-2025","02-Dec-2025","02-Dec-2025","Market Purchase","-","-","0","0","0","0","NSE","-","03-Dec-2025 11:31","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190644_1582263_03122025113137_WEB.xml"
"DHANBANK","Dhanlaxmi Bank Limited","7(2)","K.N MADHUSOODANAN","Director","Equity Shares","2262558","0.57",,"10000","267500","Buy","Equity Shares","2272558","0.57","01-Dec-2025","01-Dec-2025","01-Dec-2025","Market Purchase","-","-","0","0","0","0","NSE","-","03-Dec-2025 11:31","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190644_1582263_03122025113137_WEB.xml"
"DHANBANK","Dhanlaxmi Bank Limited","7(2)","K.N MADHUSOODANAN","Director","Equity Shares","2272558","0.57",,"10000","265500","Buy","Equity Shares","2282558","0.57","02-Dec-2025","02-Dec-2025","02-Dec-2025","Market Purchase","-","-","0","0","0","0","NSE","-","03-Dec-2025 11:31","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190644_1582263_03122025113137_WEB.xml"
"MANGALAM","Mangalam Drugs And Organics Limited","7(2)","SHREE KISHORIJU TRADING AND INVESTMENTS PRIVATE LIMITED","Promoters","Equity Shares","1098515","6.98",,"728900","21531706","Pledge Invoke","Equity Shares","369615","2.34","27-Nov-2025","27-Nov-2025","02-Dec-2025","Invocation of pledge","-","-","0","0","0","0","NA","-","03-Dec-2025 11:00","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190641_1582246_03122025110051_WEB.xml"
"USHAMART","Usha Martin Limited","7(2)","Susmita Jhawar","Promoter Group","Equity Shares","1685000","0.55",,"15000","6378249","Buy","Equity Shares","1700000","0.56","02-Dec-2025","02-Dec-2025","02-Dec-2025","Market Purchase","-","-","0","0","0","0","NSE","-","03-Dec-2025 10:59","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190639_1582243_03122025105927_WEB.xml"
"REDTAPE","Redtape Limited","7(2)","TAUSEEF AHMAD MIRZA","Promoters","Equity Shares","338000","0.06",,"18000","2330280","Sell","Equity Shares","320000","0.06","28-Nov-2025","28-Nov-2025","29-Nov-2025","Market Sale","-","-","0","0","0","0","NSE","-","03-Dec-2025 10:33","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190637_1582238_03122025103335_WEB.xml"
"MAHSEAMLES","Maharashtra Seamless Limited","7(2)","SWOT TRADING & SERVICES LLP","Promoter Group","Equity Shares","515462","0",,"27500","15850432","Buy","Equity Shares","542962","-","28-Nov-2025","28-Nov-2025","02-Dec-2025","Market Purchase","-","-","0","0","0","0","NSE","-","03-Dec-2025 10:31","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190635_1582235_03122025103146_WEB.xml"
"MAHSEAMLES","Maharashtra Seamless Limited","7(2)","Odd & Even Trades & Finance Limited","Promoter Group","Equity Shares","23936500","17.86",,"54500","31398492","Buy","Equity Shares","23991000","-","27-Nov-2025","28-Nov-2025","01-Dec-2025","Market Purchase","-","-","0","0","0","0","NSE","-","03-Dec-2025 10:31","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190635_1582235_03122025103146_WEB.xml"
