"SYMBOL 
","COMPANY 
","REGULATION 
","NAME OF THE ACQUIRER/DISPOSER 
","CATEGORY OF PERSON 
","TYPE OF SECURITY (PRIOR) 
","NO. OF SECURITY (PRIOR) 
","% SHAREHOLDING (PRIOR) 
","TYPE OF SECURITY (ACQUIRED/DISPLOSED) 
","NO. OF SECURITIES (ACQUIRED/DISPLOSED) 
","VALUE OF SECURITY (ACQUIRED/DISPLOSED) 
","ACQUISITION/DISPOSAL TRANSACTION TYPE 
","TYPE OF SECURITY (POST) 
","NO. OF SECURITY (POST) 
","% POST 
","DATE OF ALLOTMENT/ACQUISITION FROM 
","DATE OF ALLOTMENT/ACQUISITION TO 
","DATE OF INITMATION TO COMPANY 
","MODE OF ACQUISITION 
","DERIVATIVE TYPE SECURITY 
","DERIVATIVE CONTRACT SPECIFICATION 
","NOTIONAL VALUE(BUY) 
","NUMBER OF UNITS/CONTRACT LOT SIZE (BUY) 
","NOTIONAL VALUE(SELL) 
","NUMBER OF UNITS/CONTRACT LOT SIZE  (SELL) 
","EXCHANGE 
","REMARK 
","BROADCASTE DATE AND TIME 
","XBRL 
"
"ROTO","Roto Pumps Limited","7(2)","GOPIKA GUPTA","Promoter Group","Equity Shares","343482","0.18",,"54332","3430293","Buy","Equity Shares","397814","0.21","01-Dec-2025","02-Dec-2025","03-Dec-2025","Market Purchase","-","-","0","0","0","0","NSE","-","05-Dec-2025 22:59","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190933_1583383_05122025105939_WEB.xml"
"EPACKPEB","EPack Prefab Technologies Limited","7(2)","RAM GROVHER","Director","Equity Shares","37687","0.01",,"15376","4792535","Buy","Equity Shares","53063","0.01","04-Dec-2025","04-Dec-2025","05-Dec-2025","Market Purchase","-","-","0","0","0","0","NSE","-","05-Dec-2025 22:58","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190932_1583381_05122025105829_WEB.xml"
"CHETANA","Chetana Education Limited","7(2)","Jania Rakesh Rambhia","Promoter Group","Equity Shares","450000","2.21",,"225000","13500000","Sell","Equity Shares","225000","1.1","05-Dec-2025","05-Dec-2025","05-Dec-2025","Gift","-","-","0","0","0","0","NA","-","05-Dec-2025 21:12","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190928_1583372_05122025091225_WEB.xml"
"CHETANA","Chetana Education Limited","7(2)","Surekha Rakesh Rambhia","Other","Equity Shares","Nil","0",,"225000","13500000","Buy","Equity Shares","225000","1.1","05-Dec-2025","05-Dec-2025","05-Dec-2025","Gift","-","-","0","0","0","0","NA","-","05-Dec-2025 21:12","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190928_1583372_05122025091225_WEB.xml"
"SUNTECK","Sunteck Realty Limited","7(2)","Samagra Wealthmax Private Limited","-","Warrants","Nil","0",,"1764705","187499906","Buy","Warrants","1764705","0","05-Dec-2025","05-Dec-2025","05-Dec-2025","Preferential Offer","-","-","0","0","0","0","NA","-","05-Dec-2025 20:08","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190926_1583356_05122025080849_WEB.xml"
"SUNTECK","Sunteck Realty Limited","7(2)","Bhuwalka Steel Industries Limited","Promoter Group","Warrants","Nil","0",,"4882353","518750006","Buy","Warrants","4882353","0","05-Dec-2025","05-Dec-2025","05-Dec-2025","Preferential Offer","-","-","0","0","0","0","NA","-","05-Dec-2025 20:08","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190926_1583356_05122025080849_WEB.xml"
"SUNTECK","Sunteck Realty Limited","7(2)","Glint Infraprojects Private Limited","Promoter Group","Warrants","Nil","0",,"1176470","124999937","Buy","Warrants","1176470","0","05-Dec-2025","05-Dec-2025","05-Dec-2025","Preferential Offer","-","-","0","0","0","0","NA","-","05-Dec-2025 20:08","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190926_1583356_05122025080849_WEB.xml"
"HFCL","HFCL Limited","7(2)","HFCL Employees Trust","Other","Equity Shares","490700","0.03",,"75600","1561140","Sell","Equity Shares","415100","0.03","04-Dec-2025","04-Dec-2025","05-Dec-2025","Off Market","-","-","0","0","0","0","NA","-","05-Dec-2025 19:32","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190924_1583333_05122025073237_WEB.xml"
"HIKAL","Hikal Limited","7(2)","Castilia Life Sciences Private Limited","Promoter Group","Equity Shares","Nil","0",,"30231914","60363828","Buy","Equity Shares","30231914","24.52","03-Dec-2025","03-Dec-2025","03-Dec-2025","Scheme of Amalgamation/Merger/Demerger/Arrangement","-","-","0","0","0","0","NA","-","05-Dec-2025 19:24","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190922_1583318_05122025072440_WEB.xml"
"HIKAL","Hikal Limited","7(2)","Shri Rameshwara Investment Private Limited (RIPL)","Promoter Group","Equity Shares","10253302","8.32",,"10253302","20506604","Sell","Equity Shares","Nil","0","03-Dec-2025","03-Dec-2025","03-Dec-2025","Scheme of Amalgamation/Merger/Demerger/Arrangement","-","-","0","0","0","0","NA","-","05-Dec-2025 19:24","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190922_1583318_05122025072440_WEB.xml"
"HIKAL","Hikal Limited","7(2)","Shri Badrinath Investment Private Limited (RIPL)","Promoter Group","Equity Shares","19978612","16.2",,"19978612","39957224","Sell","Equity Shares","Nil","0","03-Dec-2025","03-Dec-2025","03-Dec-2025","Scheme of Amalgamation/Merger/Demerger/Arrangement","-","-","0","0","0","0","NA","-","05-Dec-2025 19:24","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190922_1583318_05122025072440_WEB.xml"
"CGCL","Capri Global Capital Limited","7(2)","Munish Jain","Employees/Designated Employees","Equity Shares","60300","0",,"3712","700900","Sell","Equity Shares","56588","0","05-Dec-2025","05-Dec-2025","05-Dec-2025","Market Sale","-","-","0","0","0","0","NSE","-","05-Dec-2025 19:09","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190920_1583303_05122025070914_WEB.xml"
"CGCL","Capri Global Capital Limited","7(2)","Munish Jain","Employees/Designated Employees","Equity Shares","65300","0",,"5000","938000","Sell","Equity Shares","60300","0","04-Dec-2025","04-Dec-2025","05-Dec-2025","Market Sale","-","-","0","0","0","0","NSE","-","05-Dec-2025 19:09","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190920_1583303_05122025070914_WEB.xml"
"CGCL","Capri Global Capital Limited","7(2)","Divya Sutar","Employees/Designated Employees","Equity Shares","180000","0",,"80000","15200000","Sell","Equity Shares","100000","0","04-Dec-2025","04-Dec-2025","04-Dec-2025","Market Sale","-","-","0","0","0","0","NSE","-","05-Dec-2025 19:09","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190920_1583303_05122025070914_WEB.xml"
"KIRLOSIND","Kirloskar Industries Limited","7(2)","Jagdish Purandare","Employees/Designated Employees","Equity Shares","6031","0.06",,"600","2023017","Sell","Equity Shares","5431","0.05","03-Dec-2025","03-Dec-2025","05-Dec-2025","Market Sale","-","-","0","0","0","0","NSE","-","05-Dec-2025 19:08","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190919_1583300_05122025070806_WEB.xml"
"KIRLOSIND","Kirloskar Industries Limited","7(2)","Jagdish Purandare","Employees/Designated Employees","Equity Shares","5431","0.05",,"700","2334871","Sell","Equity Shares","4731","0.05","04-Dec-2025","04-Dec-2025","05-Dec-2025","Market Sale","-","-","0","0","0","0","NSE","-","05-Dec-2025 19:08","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190919_1583300_05122025070806_WEB.xml"
"NRBBEARING","NRB Bearing Limited","7(2)","TRILOCHAN SINGH SAHNEY TRUST1","Promoters","Equity Shares","6785123","7",,"3005000","0","Pledge Revoke","Equity Shares","6785123","7","04-Dec-2025","04-Dec-2025","04-Dec-2025","Revokation of Pledge","-","-","0","0","0","0","-","-","05-Dec-2025 18:55","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190916_1583288_05122025065525_WEB.xml"
"NRBBEARING","NRB Bearing Limited","7(2)","Harshbeena Zaveri","Promoters","Equity Shares","40207885","41.48",,"3005000","0","Pledge","Equity Shares","40207885","41.48","04-Dec-2025","04-Dec-2025","04-Dec-2025","Pledge Creation","-","-","0","0","0","0","-","-","05-Dec-2025 18:55","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190916_1583288_05122025065525_WEB.xml"
"NAUKRI","Info Edge (India) Limited","7(2)","Surbhi Aggarwal","Immediate relative","Equity Shares","37000","0.01",,"1500","2086500","Sell","Equity Shares","35500","0.01","05-Dec-2025","05-Dec-2025","05-Dec-2025","Market Sale","-","-","0","0","0","0","NSE","-","05-Dec-2025 18:43","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190914_1583280_05122025064335_WEB.xml"
"NAUKRI","Info Edge (India) Limited","7(2)","Amitendra Singh Antal","Employees/Designated Employees","Equity Shares","8420","0",,"500","691090","Sell","Equity Shares","7920","0","02-Dec-2025","02-Dec-2025","04-Dec-2025","Market Sale","-","-","0","0","0","0","BSE","-","05-Dec-2025 18:43","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190914_1583280_05122025064335_WEB.xml"
"PARADEEP","Paradeep Phosphates Limited","7(2)","AKSHAY PODDAR","Promoter Group","Equity Shares","Nil","0",,"2622545","0","Buy","Equity Shares","2622545","0.25","03-Dec-2025","03-Dec-2025","05-Dec-2025","Scheme of Amalgamation/Merger/Demerger/Arrangement","-","-","0","0","0","0","NA","-","05-Dec-2025 18:42","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190912_1583277_05122025064217_WEB.xml"
"MBAPL","Madhya Bharat Agro Products Limited","7(2)","OSTWAL PHOSCHEM (INDIA) LIMITED","Promoters","Equity Shares","57045648","65.1",,"108465","44785756","Buy","Equity Shares","57154113","65.22","01-Dec-2025","04-Dec-2025","04-Dec-2025","Market Purchase","-","-","0","0","0","0","NSE","-","05-Dec-2025 18:41","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190911_1583273_05122025064144_WEB.xml"
"PARADEEP","Paradeep Phosphates Limited","7(2)","GAURAV AGARWALA","Promoter Group","Equity Shares","Nil","0",,"280500","0","Buy","Equity Shares","280500","0.03","03-Dec-2025","03-Dec-2025","05-Dec-2025","Scheme of Amalgamation/Merger/Demerger/Arrangement","-","-","0","0","0","0","NA","-","05-Dec-2025 18:39","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190908_1583268_05122025063937_WEB.xml"
"PARADEEP","Paradeep Phosphates Limited","7(2)","JYOTSNA PODDAR","Promoter Group","Equity Shares","Nil","0",,"293874","0","Buy","Equity Shares","293874","0.03","03-Dec-2025","03-Dec-2025","05-Dec-2025","Scheme of Amalgamation/Merger/Demerger/Arrangement","-","-","0","0","0","0","NA","-","05-Dec-2025 18:36","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190906_1583262_05122025063648_WEB.xml"
"CENTUM","Centum Electronics Limited","7(2)","Vinod S Chippalkatti","-","Equity Shares","16815","0.11",,"1277","2947703","Sell","Equity Shares","15538","0.11","02-Dec-2025","02-Dec-2025","04-Dec-2025","Market Sale","-","-","0","0","0","0","BSE","-","05-Dec-2025 18:36","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190905_1583259_05122025063609_WEB.xml"
"PARADEEP","Paradeep Phosphates Limited","7(2)","SHRADHA AGARWALA","Promoter Group","Equity Shares","Nil","0",,"374000","0","Buy","Equity Shares","374000","0.04","03-Dec-2025","03-Dec-2025","05-Dec-2025","Scheme of Amalgamation/Merger/Demerger/Arrangement","-","-","0","0","0","0","NA","-","05-Dec-2025 18:34","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190902_1583254_05122025063400_WEB.xml"
"IKS","Inventurus Knowledge Solutions Limited","7(2)","Nikhil Sharma","-","Equity Shares","11000","0.01",,"2000","3400000","Sell","Equity Shares","9000","0.01","01-Dec-2025","01-Dec-2025","04-Dec-2025","Market Sale","-","-","0","0","0","0","NSE","-","05-Dec-2025 18:33","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190901_1583252_05122025063351_WEB.xml"
"IKS","Inventurus Knowledge Solutions Limited","7(2)","Nikhil Sharma","-","Equity Shares","9000","0.01",,"849","1427169","Sell","Equity Shares","8151","0","02-Dec-2025","02-Dec-2025","04-Dec-2025","Market Sale","-","-","0","0","0","0","NSE","-","05-Dec-2025 18:33","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190901_1583252_05122025063351_WEB.xml"
"IKS","Inventurus Knowledge Solutions Limited","7(2)","Clarence Carleton King II","Director","Equity Shares","140990","0.08",,"22500","37605476","Sell","Equity Shares","118490","0.07","04-Dec-2025","04-Dec-2025","04-Dec-2025","Market Sale","-","-","0","0","0","0","NSE","-","05-Dec-2025 18:33","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190901_1583252_05122025063351_WEB.xml"
"PARADEEP","Paradeep Phosphates Limited","7(2)","ADVENTZ FINANCE PRIVATE LIMITED","Promoter Group","Equity Shares","Nil","0",,"8135175","0","Buy","Equity Shares","8135175","0.78","03-Dec-2025","03-Dec-2025","05-Dec-2025","Scheme of Amalgamation/Merger/Demerger/Arrangement","-","-","0","0","0","0","NA","-","05-Dec-2025 18:30","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190898_1583241_05122025063056_WEB.xml"
"PARADEEP","Paradeep Phosphates Limited","7(2)","ZUARI INDUSTRIES LIMITED","Promoter Group","Equity Shares","Nil","0",,"572582","0","Buy","Equity Shares","572582","0.05","03-Dec-2025","03-Dec-2025","05-Dec-2025","Scheme of Amalgamation/Merger/Demerger/Arrangement","-","-","0","0","0","0","NA","-","05-Dec-2025 18:27","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190896_1583233_05122025062743_WEB.xml"
"PARADEEP","Paradeep Phosphates Limited","7(2)","ZUARI AGRO CHEMICALS LIMITED","Promoters","Equity Shares","Nil","0",,"65433846","0","Buy","Equity Shares","65433846","6.3","03-Dec-2025","03-Dec-2025","05-Dec-2025","Scheme of Amalgamation/Merger/Demerger/Arrangement","-","-","0","0","0","0","NA","-","05-Dec-2025 18:24","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190894_1583230_05122025062420_WEB.xml"
"PARADEEP","Paradeep Phosphates Limited","7(2)","Zuari Maroc Phosphates Pvt Ltd","Promoters","Equity Shares","466942507","57.2",,"54299190","0","Buy","Equity Shares","521241697","50.22","03-Dec-2025","03-Dec-2025","05-Dec-2025","Scheme of Amalgamation/Merger/Demerger/Arrangement","-","-","0","0","0","0","NA","-","05-Dec-2025 18:20","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190892_1583221_05122025062008_WEB.xml"
"SRIVASAVI","Srivasavi Adhesive Tapes Limited","7(2)","Anil Kumara Dasa Nagaraju","Promoters","Equity Shares","7385366","52.1",,"32000","1767850","Buy","Equity Shares","7417366","52.33","03-Dec-2025","03-Dec-2025","-","Market Purchase","-","-","0","0","0","0","NSE","-","05-Dec-2025 18:09","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190890_1583210_05122025060947_WEB.xml"
"GSTL","Globesecure Technologies Limited","7(2)","RAGAVAN RAJKUMAR","Promoters","Equity Shares","2980880","18.7",,"81000","892620","Buy","Equity Shares","3061880","19.21","28-Nov-2025","05-Dec-2025","05-Dec-2025","Market Purchase","-","-","0","0","0","0","NSE","-","05-Dec-2025 17:51","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190886_1583191_05122025055142_WEB.xml"
"GSTL","Globesecure Technologies Limited","7(2)","SONAM RAGAVAN","Director","Equity Shares","327000","2.05",,"52000","564200","Buy","Equity Shares","379000","2.38","28-Nov-2025","05-Dec-2025","05-Dec-2025","Market Purchase","-","-","0","0","0","0","NSE","-","05-Dec-2025 17:44","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190884_1583183_05122025054421_WEB.xml"
"MAGSON","Magson Retail And Distribution Limited","7(2)","Maheshbhai Naranbhai Patel","Promoter Group","Equity Shares","366850","3.58",,"1000","124000","Sell","Equity Shares","365850","3.57","04-Dec-2025","04-Dec-2025","05-Dec-2025","Market Sale","-","-","0","0","0","0","NSE","-","05-Dec-2025 17:35","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190882_1583172_05122025053533_WEB.xml"
"HCLTECH","HCL Technologies Limited","7(2)","HCL Technologies Stock Options Trust","-","Equity Shares","8049109","0.3",,"11142","18395442","Sell","Equity Shares","8037967","0.3","02-Dec-2025","02-Dec-2025","04-Dec-2025","ESOP","-","-","0","0","0","0","NA","-","05-Dec-2025 17:33","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190880_1583167_05122025053354_WEB.xml"
"HCLTECH","HCL Technologies Limited","7(2)","Prasad R A","-","Equity Shares","10671","0",,"629","1038479","Buy","Equity Shares","11300","0","02-Dec-2025","02-Dec-2025","04-Dec-2025","ESOP","-","-","0","0","0","0","NA","-","05-Dec-2025 17:33","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190880_1583167_05122025053354_WEB.xml"
"MAGSON","Magson Retail And Distribution Limited","7(2)","Maheshbhai Naranbhai Patel","Promoter Group","Equity Shares","369850","3.61",,"3000","389040","Sell","Equity Shares","366850","3.58","03-Dec-2025","03-Dec-2025","05-Dec-2025","Market Sale","-","-","0","0","0","0","NSE","-","05-Dec-2025 17:33","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190879_1583164_05122025053319_WEB.xml"
"AARTIPHARM","Aarti Pharmalabs Limited","7(2)","Hetal Gogri Gala","Promoter Group","Equity Shares","2815548","3.1",,"64","44004","Buy","Equity Shares","2815612","3.1","03-Dec-2025","04-Dec-2025","04-Dec-2025","Market Purchase","-","-","0","0","0","0","NSE","-","05-Dec-2025 17:28","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190875_1583159_05122025052849_WEB.xml"
"UDS","Updater Services Limited","7(2)","Raghunandana Tangirala","Promoters","Equity Shares","16143979","24.11",,"7000","1198400","Buy","Equity Shares","16150979","24.12","05-Dec-2025","05-Dec-2025","05-Dec-2025","Market Purchase","-","-","0","0","0","0","NSE","-","05-Dec-2025 17:26","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190874_1583157_05122025052623_WEB.xml"
"TAKE","Take Solutions Limited","7(2)","Srinivasan H R","Promoters","Equity Shares","135000","0.09",,"135000","100000","Sell","Equity Shares","Nil","0","01-Dec-2025","01-Dec-2025","03-Dec-2025","Off Market","-","-","0","0","0","0","NA","-","05-Dec-2025 17:10","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190870_1583147_05122025051028_WEB.xml"
"SARLAPOLY","Sarla Performance Fibers Limited","7(2)","Hindustan Cotton Company","Promoter Group","Equity Shares","47571543","56.97",,"2068","182149","Buy","Equity Shares","47573611","56.97","04-Dec-2025","04-Dec-2025","05-Dec-2025","Market Purchase","-","-","0","0","0","0","NSE","-","05-Dec-2025 17:00","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190868_1583140_05122025050014_WEB.xml"
"AKSHOPTFBR","Aksh Optifibre Limited","7(2)","Dr. Kailash Shantilal Choudhari","Promoters","Equity Shares","4503892","2.77",,"40967","2599778","Sell","Equity Shares","4462925","2.74","04-Dec-2025","04-Dec-2025","05-Dec-2025","Market Sale","-","-","0","0","0","0","NSE","-","05-Dec-2025 16:58","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190866_1583137_05122025045806_WEB.xml"
"GREENPLY","Greenply Industries Limited","7(2)","KARUNA INVESTMENT PVT. LTD.","Promoter Group","Equity Shares","115000","0.09",,"47700","13651263","Buy","Equity Shares","162700","0.13","04-Dec-2025","04-Dec-2025","05-Dec-2025","Market Purchase","-","-","0","0","0","0","NSE","-","05-Dec-2025 16:56","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190864_1583133_05122025045649_WEB.xml"
"JBCHEPHARM","JB Chemicals & Pharmaceuticals Limited","7(2)","Sridhar Bharadwaj","Employees/Designated Employees","Equity Shares","17648","0.01",,"16000","28320003","Sell","Equity Shares","1648","0","01-Dec-2025","01-Dec-2025","03-Dec-2025","Market Sale","-","-","0","0","0","0","NSE","-","05-Dec-2025 16:50","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190862_1583129_05122025045029_WEB.xml"
"JBCHEPHARM","JB Chemicals & Pharmaceuticals Limited","7(2)","Dilip Singh Rathore","Employees/Designated Employees","Equity Shares","21056","0.01",,"21056","37689097","Sell","Equity Shares","Nil","0","04-Dec-2025","04-Dec-2025","05-Dec-2025","Market Sale","-","-","0","0","0","0","NSE","-","05-Dec-2025 16:50","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190862_1583129_05122025045029_WEB.xml"
"JBCHEPHARM","JB Chemicals & Pharmaceuticals Limited","7(2)","Dilip Singh Rathore","Employees/Designated Employees","Equity Shares","21056","0.01",,"21056","37689097","Pledge Revoke","Equity Shares","21056","0.01","04-Dec-2025","04-Dec-2025","05-Dec-2025","Revokation of Pledge","-","-","0","0","0","0","NA","-","05-Dec-2025 16:50","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190862_1583129_05122025045029_WEB.xml"
"JBCHEPHARM","JB Chemicals & Pharmaceuticals Limited","7(2)","Deepak Bhupendra Gheewala","Employees/Designated Employees","Equity Shares","2876","0",,"500","909900","Sell","Equity Shares","2376","0","04-Dec-2025","04-Dec-2025","05-Dec-2025","Market Sale","-","-","0","0","0","0","NSE","-","05-Dec-2025 16:50","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190862_1583129_05122025045029_WEB.xml"
"AFFLE","Affle 3i Limited","7(2)","Affle (India) Limited Employees Welfare Trust","Other","Equity Shares","176087","0.13",,"577","935066","Sell","Equity Shares","175510","0.12","05-Dec-2025","05-Dec-2025","05-Dec-2025","ESOP","-","-","0","0","0","0","NSE","-","05-Dec-2025 16:48","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190860_1583126_05122025044843_WEB.xml"
"GROWW","Billionbrains Garage Ventures Limited","7(2)","John Choudhury","-","Equity Shares","258676","0",,"28340","4449380","Pledge Revoke","Equity Shares","258676","0","02-Dec-2025","02-Dec-2025","03-Dec-2025","Off Market","-","-","0","0","0","0","NA","-","05-Dec-2025 16:31","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190855_1583107_05122025043122_WEB.xml"
"GROWW","Billionbrains Garage Ventures Limited","7(2)","Nishant Singh","-","Equity Shares","630475","0.01",,"5000","772900","Sell","Equity Shares","625475","0.01","03-Dec-2025","03-Dec-2025","03-Dec-2025","Market Sale","-","-","0","0","0","0","NSE","-","05-Dec-2025 16:31","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190855_1583107_05122025043122_WEB.xml"
"GROWW","Billionbrains Garage Ventures Limited","7(2)","Nishant Singh","-","Equity Shares","635475","0.01",,"5000","788250","Sell","Equity Shares","630475","0.01","02-Dec-2025","02-Dec-2025","03-Dec-2025","Market Sale","-","-","0","0","0","0","NSE","-","05-Dec-2025 16:31","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190855_1583107_05122025043122_WEB.xml"
"GROWW","Billionbrains Garage Ventures Limited","7(2)","Varun Gupta","-","Equity Shares","4077301","0.07",,"76289","11820980","Sell","Equity Shares","4001012","0.06","03-Dec-2025","03-Dec-2025","03-Dec-2025","Market Sale","-","-","0","0","0","0","NSE","-","05-Dec-2025 16:31","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190855_1583107_05122025043122_WEB.xml"
"GROWW","Billionbrains Garage Ventures Limited","7(2)","Govindraj Kamal","-","Equity Shares","250043","0",,"439","70240","Sell","Equity Shares","249604","0","02-Dec-2025","02-Dec-2025","03-Dec-2025","Market Sale","-","-","0","0","0","0","NSE","-","05-Dec-2025 16:31","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190855_1583107_05122025043122_WEB.xml"
"GROWW","Billionbrains Garage Ventures Limited","7(2)","Pratik Lakhotia","-","Equity Shares","305050","0",,"50000","7850000","Pledge","Equity Shares","305050","0","02-Dec-2025","02-Dec-2025","04-Dec-2025","Off Market","-","-","0","0","0","0","NA","-","05-Dec-2025 16:31","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190855_1583107_05122025043122_WEB.xml"
"GROWW","Billionbrains Garage Ventures Limited","7(2)","Govindraj Kamal","-","Equity Shares","225604","0",,"25000","3871500","Sell","Equity Shares","200604","0","03-Dec-2025","03-Dec-2025","03-Dec-2025","Market Sale","-","-","0","0","0","0","NSE","-","05-Dec-2025 16:31","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190855_1583107_05122025043122_WEB.xml"
"GROWW","Billionbrains Garage Ventures Limited","7(2)","Varun Gupta","-","Equity Shares","4157301","0.07",,"80000","12328000","Sell","Equity Shares","4077301","0.07","03-Dec-2025","03-Dec-2025","03-Dec-2025","Market Sale","-","-","0","0","0","0","NSE","-","05-Dec-2025 16:31","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190855_1583107_05122025043122_WEB.xml"
"GROWW","Billionbrains Garage Ventures Limited","7(2)","Govindraj Kamal","-","Equity Shares","249604","0",,"24000","3707280","Sell","Equity Shares","225604","0","03-Dec-2025","03-Dec-2025","03-Dec-2025","Market Sale","-","-","0","0","0","0","NSE","-","05-Dec-2025 16:31","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190855_1583107_05122025043122_WEB.xml"
"GROWW","Billionbrains Garage Ventures Limited","7(2)","Govindraj Kamal","-","Equity Shares","250482","0",,"439","70240","Sell","Equity Shares","250043","0","02-Dec-2025","02-Dec-2025","03-Dec-2025","Market Sale","-","-","0","0","0","0","NSE","-","05-Dec-2025 16:31","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190855_1583107_05122025043122_WEB.xml"
"INFY","Infosys Limited","7(2)","Richard Magner","-","ADR/GDR/FCCB","12577","0",,"7000","10976000","Sell","ADR/GDR/FCCB","5577","0","02-Dec-2025","02-Dec-2025","04-Dec-2025","Market Sale","-","-","0","0","0","0","NA","-","05-Dec-2025 15:55","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190853_1583090_05122025035542_WEB.xml"
"LALPATHLAB","Dr. Lal Path Labs Ltd.","7(2)","Dr. Lal PathLabs Employees Welfare Trust","Other","Equity Shares","298021","0.36",,"686","486873","Sell","Equity Shares","297335","0.35","25-Nov-2025","03-Dec-2025","05-Dec-2025","ESOP","-","-","0","0","0","0","NA","-","05-Dec-2025 15:44","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190851_1583084_05122025034457_WEB.xml"
"DHANBANK","Dhanlaxmi Bank Limited","7(2)","K.N MADHUSOODANAN","Director","Equity Shares","2308558","0.58",,"40000","1040700","Buy","Equity Shares","2348558","0.59","04-Dec-2025","04-Dec-2025","04-Dec-2025","Market Purchase","-","-","0","0","0","0","NSE","-","05-Dec-2025 15:39","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190850_1583080_05122025033958_WEB.xml"
"SHANTHALA","Shanthala FMCG Products Limited","7(2)","VINAYAK KUDVA","-","Equity Shares","47600","0.71",,"31200","1033959","Buy","Equity Shares","78800","1.18","24-Nov-2025","04-Dec-2025","05-Dec-2025","-","-","-","0","0","0","0","NSE","-","05-Dec-2025 15:27","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190847_1583073_05122025032712_WEB.xml"
"UJJIVANSFB","Ujjivan Small Finance Bank Limited","7(2)","Ashim Sarkar","-","Equity Shares","8492","0",,"122257","3460859","Buy","Equity Shares","130749","0","05-Dec-2025","05-Dec-2025","05-Dec-2025","ESOP","-","-","0","0","0","0","NA","-","05-Dec-2025 15:16","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190845_1583065_05122025031619_WEB.xml"
