"SYMBOL 
","COMPANY 
","REGULATION 
","NAME OF THE ACQUIRER/DISPOSER 
","CATEGORY OF PERSON 
","TYPE OF SECURITY (PRIOR) 
","NO. OF SECURITY (PRIOR) 
","% SHAREHOLDING (PRIOR) 
","TYPE OF SECURITY (ACQUIRED/DISPLOSED) 
","NO. OF SECURITIES (ACQUIRED/DISPLOSED) 
","VALUE OF SECURITY (ACQUIRED/DISPLOSED) 
","ACQUISITION/DISPOSAL TRANSACTION TYPE 
","TYPE OF SECURITY (POST) 
","NO. OF SECURITY (POST) 
","% POST 
","DATE OF ALLOTMENT/ACQUISITION FROM 
","DATE OF ALLOTMENT/ACQUISITION TO 
","DATE OF INITMATION TO COMPANY 
","MODE OF ACQUISITION 
","DERIVATIVE TYPE SECURITY 
","DERIVATIVE CONTRACT SPECIFICATION 
","NOTIONAL VALUE(BUY) 
","NUMBER OF UNITS/CONTRACT LOT SIZE (BUY) 
","NOTIONAL VALUE(SELL) 
","NUMBER OF UNITS/CONTRACT LOT SIZE  (SELL) 
","EXCHANGE 
","REMARK 
","BROADCASTE DATE AND TIME 
","XBRL 
"
"PENIND","Pennar Industries Limited","7(2)","Aditya Narsing Rao","Promoters","Equity Shares","8996783","6.66",,"4350","1002032","Buy","Equity Shares","9001133","6.67","14-Nov-2025","14-Nov-2025","15-Nov-2025","Market Purchase","-","-","0","0","0","0","NSE","-","15-Nov-2025 13:28","https://nsearchives.nseindia.com/corporate/xbrl/IT_1189503_1576559_15112025012844_WEB.xml"
"GLOBAL","Global Education Limited","7(2)","CEREBRAL TECH VENTURES PVT LTD","Promoter Group","Equity Shares","18579050","36.5",,"23197","1748163","Buy","Equity Shares","18602247","36.55","13-Nov-2025","14-Nov-2025","15-Nov-2025","Market Purchase","-","-","0","0","0","0","NSE","-","15-Nov-2025 12:05","https://nsearchives.nseindia.com/corporate/xbrl/IT_1189501_1576438_15112025120528_WEB.xml"
"GROWW","Billionbrains Garage Ventures Limited","7(2)","Vikas Singh","Promoter Group","Equity Shares","3591308","0.06",,"3591308","470245869","Pledge","Equity Shares","3591308","0.06","13-Nov-2025","13-Nov-2025","14-Nov-2025","Pledge Creation","-","-","0","0","0","0","NA","-","15-Nov-2025 11:04","https://nsearchives.nseindia.com/corporate/xbrl/IT_1189499_1576367_15112025110427_WEB.xml"
"INDGN","Indegene Limited","7(2)","BINA  PATIL","-","Equity Shares","278930","0.12",,"500","262850","Sell","Equity Shares","278430","0.12","10-Nov-2025","10-Nov-2025","12-Nov-2025","Market Sale","-","-","0","0","0","0","BSE","-","14-Nov-2025 19:20","https://nsearchives.nseindia.com/corporate/xbrl/IT_1189497_1575628_14112025072046_WEB.xml"
"INDGN","Indegene Limited","7(2)","BINA PATIL","-","Equity Shares","272500","0.12",,"2000","1031700","Sell","Equity Shares","270500","0.11","11-Nov-2025","11-Nov-2025","12-Nov-2025","Market Sale","-","-","0","0","0","0","NSE","-","14-Nov-2025 19:20","https://nsearchives.nseindia.com/corporate/xbrl/IT_1189497_1575628_14112025072046_WEB.xml"
"INDGN","Indegene Limited","7(2)","BINA  PATIL","-","Equity Shares","278430","0.12",,"5930","3105455","Sell","Equity Shares","272500","0.11","10-Nov-2025","10-Nov-2025","12-Nov-2025","Market Sale","-","-","0","0","0","0","NSE","-","14-Nov-2025 19:20","https://nsearchives.nseindia.com/corporate/xbrl/IT_1189497_1575628_14112025072046_WEB.xml"
"INDGN","Indegene Limited","7(2)","BINA PATIL","-","Equity Shares","270500","0.11",,"13570","6984909","Sell","Equity Shares","256930","0.11","12-Nov-2025","13-Nov-2025","14-Nov-2025","Market Sale","-","-","0","0","0","0","NSE","-","14-Nov-2025 18:57","https://nsearchives.nseindia.com/corporate/xbrl/IT_1189494_1575531_14112025065759_WEB.xml"
"INDGN","Indegene Limited","7(2)","AMIT GUPTA","-","Equity Shares","3286","0",,"2200","1137088","Sell","Equity Shares","1086","0","11-Nov-2025","11-Nov-2025","13-Nov-2025","-","-","-","0","0","0","0","NSE","-","14-Nov-2025 18:49","https://nsearchives.nseindia.com/corporate/xbrl/IT_1189492_1575497_14112025064958_WEB.xml"
"JINDALSTEL","JINDAL STEEL LIMITED","7(2)","Dipti Ganatra","-","Equity Shares","1399","0",,"901","960466","Sell","Equity Shares","498","0","31-Oct-2025","31-Oct-2025","12-Nov-2025","Market Sale","-","-","0","0","0","0","NSE","-","14-Nov-2025 18:49","https://nsearchives.nseindia.com/corporate/xbrl/IT_1189491_1575495_14112025064944_WEB.xml"
"JINDALSTEL","JINDAL STEEL LIMITED","7(2)","Dipti Ganatra","-","Equity Shares","498","0",,"498","533376","Sell","Equity Shares","Nil","0","10-Nov-2025","10-Nov-2025","12-Nov-2025","Market Sale","-","-","0","0","0","0","NSE","-","14-Nov-2025 18:49","https://nsearchives.nseindia.com/corporate/xbrl/IT_1189491_1575495_14112025064944_WEB.xml"
"INDGN","Indegene Limited","7(2)","AMIT GUPTA","-","Equity Shares","3286","0",,"2200","1137088","Sell","Equity Shares","1086","0","11-Nov-2025","11-Nov-2025","13-Nov-2025","-","-","-","0","0","0","0","NSE","-","14-Nov-2025 18:43","https://nsearchives.nseindia.com/corporate/xbrl/IT_1189489_1575456_14112025064358_WEB.xml"
"INDGN","Indegene Limited","7(2)","AMIT GUPTA","-","Equity Shares","3286","0",,"2200","1137088","Sell","Equity Shares","1086","0","11-Nov-2025","11-Nov-2025","13-Nov-2025","-","-","-","0","0","0","0","NSE","-","14-Nov-2025 18:42","https://nsearchives.nseindia.com/corporate/xbrl/IT_1189488_1575453_14112025064245_WEB.xml"
"NAM-INDIA","Nippon Life India Asset Management Limited","7(2)","Sambasivarao Burle","Employees/Designated Employees","Equity Shares","Nil","0",,"2576","1287382","Buy","Equity Shares","2576","0","12-Nov-2025","12-Nov-2025","12-Nov-2025","ESOP","-","-","0","0","0","0","NA","-","14-Nov-2025 18:38","https://nsearchives.nseindia.com/corporate/xbrl/IT_1189486_1575435_14112025063805_WEB.xml"
"NAM-INDIA","Nippon Life India Asset Management Limited","7(2)","Sushil Hari Prasad Budhia","Employees/Designated Employees","Equity Shares","Nil","0",,"2000","446640","Buy","Equity Shares","2000","0","12-Nov-2025","12-Nov-2025","12-Nov-2025","ESOP","-","-","0","0","0","0","NA","-","14-Nov-2025 18:38","https://nsearchives.nseindia.com/corporate/xbrl/IT_1189486_1575435_14112025063805_WEB.xml"
"NAM-INDIA","Nippon Life India Asset Management Limited","7(2)","Vani Doshi","Employees/Designated Employees","Equity Shares","4116","0",,"6914","1472081","Buy","Equity Shares","11030","0","12-Nov-2025","12-Nov-2025","12-Nov-2025","ESOP","-","-","0","0","0","0","NA","-","14-Nov-2025 18:38","https://nsearchives.nseindia.com/corporate/xbrl/IT_1189486_1575435_14112025063805_WEB.xml"
"NAM-INDIA","Nippon Life India Asset Management Limited","7(2)","Ateet Nagar Bansal","Employees/Designated Employees","Equity Shares","3292","0",,"2500","931775","Buy","Equity Shares","5792","0","12-Nov-2025","12-Nov-2025","13-Nov-2025","ESOP","-","-","0","0","0","0","NA","-","14-Nov-2025 18:38","https://nsearchives.nseindia.com/corporate/xbrl/IT_1189486_1575435_14112025063805_WEB.xml"
"NAM-INDIA","Nippon Life India Asset Management Limited","7(2)","Bhushan Shenolikar","Employees/Designated Employees","Equity Shares","Nil","0",,"906","224326","Buy","Equity Shares","906","0","12-Nov-2025","12-Nov-2025","13-Nov-2025","ESOP","-","-","0","0","0","0","NA","-","14-Nov-2025 18:38","https://nsearchives.nseindia.com/corporate/xbrl/IT_1189486_1575435_14112025063805_WEB.xml"
"NAM-INDIA","Nippon Life India Asset Management Limited","7(2)","Kirat Jitendra Desai","Employees/Designated Employees","Equity Shares","2813","0",,"758","7580","Buy","Equity Shares","3571","0","12-Nov-2025","12-Nov-2025","13-Nov-2025","ESOP","-","-","0","0","0","0","NA","-","14-Nov-2025 18:38","https://nsearchives.nseindia.com/corporate/xbrl/IT_1189486_1575435_14112025063805_WEB.xml"
"NAM-INDIA","Nippon Life India Asset Management Limited","7(2)","Brijesh Sharma","Employees/Designated Employees","Equity Shares","3290","0",,"10000","2233200","Buy","Equity Shares","13290","0","12-Nov-2025","12-Nov-2025","13-Nov-2025","ESOP","-","-","0","0","0","0","NA","-","14-Nov-2025 18:38","https://nsearchives.nseindia.com/corporate/xbrl/IT_1189486_1575435_14112025063805_WEB.xml"
"NAM-INDIA","Nippon Life India Asset Management Limited","7(2)","Rishi Garg","Employees/Designated Employees","Equity Shares","Nil","0",,"2500","973200","Buy","Equity Shares","2500","0","12-Nov-2025","12-Nov-2025","13-Nov-2025","ESOP","-","-","0","0","0","0","NA","-","14-Nov-2025 18:38","https://nsearchives.nseindia.com/corporate/xbrl/IT_1189486_1575435_14112025063805_WEB.xml"
"NAM-INDIA","Nippon Life India Asset Management Limited","7(2)","Pranay Kumar Sinha","Employees/Designated Employees","Equity Shares","1000","0",,"4123","1536683","Buy","Equity Shares","5123","0","12-Nov-2025","12-Nov-2025","13-Nov-2025","ESOP","-","-","0","0","0","0","NA","-","14-Nov-2025 18:38","https://nsearchives.nseindia.com/corporate/xbrl/IT_1189486_1575435_14112025063805_WEB.xml"
"NAM-INDIA","Nippon Life India Asset Management Limited","7(2)","Sneha Darira","Employees/Designated Employees","Equity Shares","22727","0",,"6946","1478873","Buy","Equity Shares","29673","0","12-Nov-2025","12-Nov-2025","14-Nov-2025","ESOP","-","-","0","0","0","0","NA","-","14-Nov-2025 18:38","https://nsearchives.nseindia.com/corporate/xbrl/IT_1189486_1575435_14112025063805_WEB.xml"
"NAM-INDIA","Nippon Life India Asset Management Limited","7(2)","Ali Ahmed","Employees/Designated Employees","Equity Shares","15212","0",,"662","246734","Buy","Equity Shares","15874","0","12-Nov-2025","12-Nov-2025","13-Nov-2025","ESOP","-","-","0","0","0","0","NA","-","14-Nov-2025 18:38","https://nsearchives.nseindia.com/corporate/xbrl/IT_1189486_1575435_14112025063805_WEB.xml"
"KRISHANA","Krishana Phoschem Limited","7(2)","OSTWAL PHOSCHEM ( INDIA) LIMITED","Promoters","Equity Shares","41485748","67.1",,"105000","54620581","Buy","Equity Shares","41590748","67.27","12-Nov-2025","12-Nov-2025","14-Nov-2025","Market Purchase","-","-","0","0","0","0","NSE","-","14-Nov-2025 18:27","https://nsearchives.nseindia.com/corporate/xbrl/IT_1189482_1575391_14112025062726_WEB.xml"
"KIRLOSIND","Kirloskar Industries Limited","7(2)","Ashwini Mali","Key Managerial Personnel","Equity Shares","7241","0.06",,"3237","32370","Buy","Equity Shares","10478","0.09","14-Nov-2025","14-Nov-2025","14-Nov-2025","ESOP","-","-","0","0","0","0","NA","-","14-Nov-2025 18:06","https://nsearchives.nseindia.com/corporate/xbrl/IT_1189480_1575305_14112025060620_WEB.xml"
"PITTIENG","Pitti Engineering Limited","7(2)","Pitti Engineering Limited Employee Welfare Trust","Other","Equity Shares","620318","1.65",,"21998","19787051","Buy","Equity Shares","642316","1.71","12-Nov-2025","13-Nov-2025","14-Nov-2025","Market Purchase","-","-","0","0","0","0","NSE","-","14-Nov-2025 17:32","https://nsearchives.nseindia.com/corporate/xbrl/IT_1189478_1575159_14112025053225_WEB.xml"
"INDIACEM","The India Cements Limited","7(2)","UltraTech Cement Limited","Promoters","Equity Shares","234012874","75.51",,"1582621","618860387","Sell","Equity Shares","232430253","75","11-Nov-2025","12-Nov-2025","13-Nov-2025","Market Sale","-","-","0","0","0","0","NSE","-","14-Nov-2025 16:59","https://nsearchives.nseindia.com/corporate/xbrl/IT_1189476_1575044_14112025045950_WEB.xml"
"KORE","Jay Jalaram Technologies Limited","7(2)","Mukeshkumar Navnitray Bhatt","Promoters","Equity Shares","870750","7.33",,"125000","49875000","Buy","Equity Shares","995750","8.21","13-Nov-2025","13-Nov-2025","14-Nov-2025","Conversion of security","-","-","0","0","0","0","NA","-","14-Nov-2025 16:54","https://nsearchives.nseindia.com/corporate/xbrl/IT_1189474_1575024_14112025045414_WEB.xml"
"KORE","Jay Jalaram Technologies Limited","7(2)","Vipul Thakkar","Promoter Group","Equity Shares","870750","7.33",,"125000","49875000","Buy","Equity Shares","995750","8.21","13-Nov-2025","13-Nov-2025","14-Nov-2025","Conversion of security","-","-","0","0","0","0","NA","-","14-Nov-2025 16:54","https://nsearchives.nseindia.com/corporate/xbrl/IT_1189474_1575024_14112025045414_WEB.xml"
"SESHAPAPER","Seshasayee Paper and Boards Limited","7(2)","TIME SQUARE INVESTMENTS PRIVATE LIMITED","Promoter Group","Equity Shares","6387502","10.13",,"55000","13973272","Buy","Equity Shares","6442502","10.22","14-Nov-2025","14-Nov-2025","14-Nov-2025","Market Purchase","-","-","0","0","0","0","NSE","-","14-Nov-2025 16:51","https://nsearchives.nseindia.com/corporate/xbrl/IT_1189473_1575017_14112025045103_WEB.xml"
"GHCL","GHCL Limited","7(2)","K M Vadher","Employees/Designated Employees","Equity Shares","27500","0.03",,"5500","3481500","Sell","Equity Shares","22000","0.02","12-Nov-2025","13-Nov-2025","14-Nov-2025","Market Sale","-","-","0","0","0","0","NSE","-","14-Nov-2025 16:36","https://nsearchives.nseindia.com/corporate/xbrl/IT_1189471_1574969_14112025043632_WEB.xml"
"GHCL","GHCL Limited","7(2)","Bhuwneshwar Mishra","Employees/Designated Employees","Equity Shares","32000","0.03",,"9000","5769270","Sell","Equity Shares","23000","0.03","13-Nov-2025","13-Nov-2025","14-Nov-2025","Market Sale","-","-","0","0","0","0","NSE","-","14-Nov-2025 16:36","https://nsearchives.nseindia.com/corporate/xbrl/IT_1189471_1574969_14112025043632_WEB.xml"
"GHCL","GHCL Limited","7(2)","Jayesh P. Patel","Employees/Designated Employees","Equity Shares","24500","0.03",,"1500","953000","Sell","Equity Shares","23000","0.03","12-Nov-2025","13-Nov-2025","13-Nov-2025","Market Sale","-","-","0","0","0","0","NSE","-","14-Nov-2025 16:36","https://nsearchives.nseindia.com/corporate/xbrl/IT_1189471_1574969_14112025043632_WEB.xml"
"ZENSARTECH","Zensar Technologies Limited","7(2)","Zensar Employees Welfare Trust","Employees/Designated Employees","Equity Shares","313228","0.14",,"70000","49937839","Buy","Equity Shares","383228","0.17","11-Nov-2025","11-Nov-2025","13-Nov-2025","Market Purchase","-","-","0","0","0","0","NSE","-","14-Nov-2025 16:33","https://nsearchives.nseindia.com/corporate/xbrl/IT_1189469_1574955_14112025043322_WEB.xml"
"ZENSARTECH","Zensar Technologies Limited","7(2)","Zensar Employees Welfare Trust","Employees/Designated Employees","Equity Shares","383228","0.17",,"6942","5123543","Buy","Equity Shares","390170","0.17","12-Nov-2025","12-Nov-2025","13-Nov-2025","Market Purchase","-","-","0","0","0","0","NSE","-","14-Nov-2025 16:33","https://nsearchives.nseindia.com/corporate/xbrl/IT_1189469_1574955_14112025043322_WEB.xml"
"ORIENTCER","ORIENT CERATECH LIMITED","7(2)","KETAN SHRIMANKAR","Director","Equity Shares","14540","0.01",,"5500","212215","Buy","Equity Shares","20040","0.02","13-Nov-2025","13-Nov-2025","13-Nov-2025","Market Purchase","-","-","0","0","0","0","BSE,NSE","-","14-Nov-2025 16:29","https://nsearchives.nseindia.com/corporate/xbrl/IT_1189468_1574946_14112025042944_WEB.xml"
"NCC","NCC Limited","7(2)","Alluri Arundhati","Promoter Group","Equity Shares","3673022","0.59",,"10000","1863200","Buy","Equity Shares","3683022","0.59","11-Nov-2025","11-Nov-2025","13-Nov-2025","Market Purchase","-","-","0","0","0","0","NSE","-","14-Nov-2025 16:19","https://nsearchives.nseindia.com/corporate/xbrl/IT_1189466_1574925_14112025041905_WEB.xml"
"MEGAFLEX","Mega Flex Plastics Limited","7(2)","Nezone Herbals Pvt Ltd","Promoter Group","Equity Shares","3000","0.02",,"15000","75","Buy","Equity Shares","18000","0.15","13-Nov-2025","14-Nov-2025","14-Nov-2025","Market Purchase","-","-","0","0","0","0","NSE","-","14-Nov-2025 16:06","https://nsearchives.nseindia.com/corporate/xbrl/IT_1189462_1574897_14112025040601_WEB.xml"
"MEGAFLEX","Mega Flex Plastics Limited","7(2)","Nezone Herbals Pvt Ltd","Promoter Group","Equity Shares","Nil","0",,"3000","76","Buy","Equity Shares","3000","0.02","12-Nov-2025","13-Nov-2025","13-Nov-2025","Market Purchase","-","-","0","0","0","0","NSE","-","14-Nov-2025 16:06","https://nsearchives.nseindia.com/corporate/xbrl/IT_1189462_1574897_14112025040601_WEB.xml"
"KPITTECH","KPIT Technologies Limited","7(2)","Ajay Bhagwat","Promoters","Equity Shares","2345584","0.86",,"40000","49710344","Sell","Equity Shares","2305584","0.85","13-Nov-2025","13-Nov-2025","13-Nov-2025","Market Sale","-","-","0","0","0","0","BSE","-","14-Nov-2025 12:55","https://nsearchives.nseindia.com/corporate/xbrl/IT_1189458_1574770_14112025125523_WEB.xml"
"NCC","NCC Limited","7(2)","A V S R Holdings Private Limited","Promoters","Equity Shares","67005578","10.67",,"238696","44465921","Buy","Equity Shares","67244274","10.71","11-Nov-2025","12-Nov-2025","13-Nov-2025","Market Purchase","-","-","0","0","0","0","NSE","-","14-Nov-2025 12:26","https://nsearchives.nseindia.com/corporate/xbrl/IT_1189456_1574740_14112025122602_WEB.xml"
"ECLERX","eClerx Services Limited","7(2)","Eclerx Employee Welfare Trust","Other","Equity Shares","754572","1.58",,"4275","18949674","Buy","Equity Shares","758847","1.59","13-Nov-2025","13-Nov-2025","13-Nov-2025","Market Purchase","-","-","0","0","0","0","NSE","-","14-Nov-2025 12:13","https://nsearchives.nseindia.com/corporate/xbrl/IT_1189454_1574723_14112025121304_WEB.xml"
"ECLERX","eClerx Services Limited","7(2)","Eclerx Employee Welfare Trust","Other","Equity Shares","750251","1.57",,"4321","18948713","Buy","Equity Shares","754572","1.58","12-Nov-2025","12-Nov-2025","13-Nov-2025","Market Purchase","-","-","0","0","0","0","NSE","-","14-Nov-2025 12:13","https://nsearchives.nseindia.com/corporate/xbrl/IT_1189454_1574723_14112025121304_WEB.xml"
"ECLERX","eClerx Services Limited","7(2)","Eclerx Employee Welfare Trust","Other","Equity Shares","745817","1.56",,"4434","18948672","Buy","Equity Shares","750251","1.57","11-Nov-2025","11-Nov-2025","13-Nov-2025","Market Purchase","-","-","0","0","0","0","NSE","-","14-Nov-2025 12:13","https://nsearchives.nseindia.com/corporate/xbrl/IT_1189454_1574723_14112025121304_WEB.xml"
"ECLERX","eClerx Services Limited","7(2)","Eclerx Employee Welfare Trust","Other","Equity Shares","739155","1.55",,"6662","31589547","Buy","Equity Shares","745817","1.56","04-Nov-2025","04-Nov-2025","13-Nov-2025","Market Purchase","-","-","0","0","0","0","NSE","-","14-Nov-2025 12:13","https://nsearchives.nseindia.com/corporate/xbrl/IT_1189454_1574723_14112025121304_WEB.xml"
"DBCORP","D.B.Corp Limited","7(2)","D B Power Limited","Promoter Group","Equity Shares","1979571","1.11",,"7681","1992039","Buy","Equity Shares","1987252","1.11","11-Nov-2025","11-Nov-2025","12-Nov-2025","Market Purchase","-","-","0","0","0","0","NSE","-","14-Nov-2025 11:55","https://nsearchives.nseindia.com/corporate/xbrl/IT_1189452_1574705_14112025115503_WEB.xml"
"CHEMBONDCH","Chembond Chemicals Limited","7(2)","Nirmal V. Shah","Promoters","Equity Shares","3650049","13.57",,"2635","392615","Buy","Equity Shares","3652684","13.58","12-Nov-2025","12-Nov-2025","12-Nov-2025","Market Purchase","-","-","0","0","0","0","NSE","-","14-Nov-2025 11:50","https://nsearchives.nseindia.com/corporate/xbrl/IT_1189450_1574697_14112025115040_WEB.xml"
"CHEMBONDCH","Chembond Chemicals Limited","7(2)","Nirmal V. Shah","Promoters","Equity Shares","3652684","13.58",,"4188","616683","Buy","Equity Shares","3656872","13.6","13-Nov-2025","13-Nov-2025","13-Nov-2025","Market Purchase","-","-","0","0","0","0","NSE","-","14-Nov-2025 11:50","https://nsearchives.nseindia.com/corporate/xbrl/IT_1189450_1574697_14112025115040_WEB.xml"
"IKS","Inventurus Knowledge Solutions Limited","7(2)","REGINA DAWN BUCHWALD","-","Equity Shares","10502","0.01",,"7000","11278061","Sell","Equity Shares","3502","0","13-Nov-2025","13-Nov-2025","13-Nov-2025","Market Sale","-","-","0","0","0","0","NSE","-","14-Nov-2025 11:48","https://nsearchives.nseindia.com/corporate/xbrl/IT_1189449_1574693_14112025114803_WEB.xml"
"IKS","Inventurus Knowledge Solutions Limited","7(2)","DEVAL PRAKASH MAJMUDAR","-","Equity Shares","331286","0.19",,"6000","9914571","Sell","Equity Shares","325286","0.19","11-Nov-2025","11-Nov-2025","12-Nov-2025","Market Sale","-","-","0","0","0","0","NSE","-","14-Nov-2025 11:48","https://nsearchives.nseindia.com/corporate/xbrl/IT_1189449_1574693_14112025114803_WEB.xml"
"IKS","Inventurus Knowledge Solutions Limited","7(2)","DEVAL PRAKASH MAJMUDAR","-","Equity Shares","325286","0.19",,"15000","24851367","Sell","Equity Shares","310286","0.18","12-Nov-2025","12-Nov-2025","13-Nov-2025","Market Sale","-","-","0","0","0","0","NSE","-","14-Nov-2025 11:48","https://nsearchives.nseindia.com/corporate/xbrl/IT_1189449_1574693_14112025114803_WEB.xml"
"IKS","Inventurus Knowledge Solutions Limited","7(2)","BERJIS M DESAI","Director","Equity Shares","1936770","1.13",,"42000","69262466","Sell","Equity Shares","1894770","1.1","12-Nov-2025","12-Nov-2025","12-Nov-2025","Market Sale","-","-","0","0","0","0","NSE","-","14-Nov-2025 11:48","https://nsearchives.nseindia.com/corporate/xbrl/IT_1189449_1574693_14112025114803_WEB.xml"
"IKS","Inventurus Knowledge Solutions Limited","7(2)","BERJIS M DESAI","Director","Equity Shares","1949000","1.14",,"12230","20416586","Sell","Equity Shares","1936770","1.13","11-Nov-2025","11-Nov-2025","12-Nov-2025","Market Sale","-","-","0","0","0","0","NSE","-","14-Nov-2025 11:48","https://nsearchives.nseindia.com/corporate/xbrl/IT_1189449_1574693_14112025114803_WEB.xml"
"IKS","Inventurus Knowledge Solutions Limited","7(2)","MAHESH JAISALMERIA","-","Equity Shares","1174","0",,"479","797280","Sell","Equity Shares","695","0","12-Nov-2025","12-Nov-2025","13-Nov-2025","Market Sale","-","-","0","0","0","0","NSE","-","14-Nov-2025 11:48","https://nsearchives.nseindia.com/corporate/xbrl/IT_1189449_1574693_14112025114803_WEB.xml"
"STEL","Stel Holdings Limited","7(2)","LEBNITZE REAL ESTATES PVT LTD","Promoter Group","Equity Shares","454852","2.46",,"2331","1038251","Buy","Equity Shares","457183","2.47","13-Nov-2025","13-Nov-2025","13-Nov-2025","Market Purchase","-","-","0","0","0","0","NSE","-","14-Nov-2025 11:12","https://nsearchives.nseindia.com/corporate/xbrl/IT_1189446_1574670_14112025111238_WEB.xml"
"KPITTECH","KPIT Technologies Limited","7(2)","Kishor Patil","Promoters","Equity Shares","13345605","4.87",,"40000","50059920","Buy","Equity Shares","13385605","4.88","13-Nov-2025","13-Nov-2025","13-Nov-2025","Market Purchase","-","-","0","0","0","0","BSE","-","13-Nov-2025 22:19","https://nsearchives.nseindia.com/corporate/xbrl/IT_1189444_1574505_13112025101939_WEB.xml"
"INDGN","Indegene Limited","7(2)","BINA SANJEEV PATIL","-","Equity Shares","285930","0.12",,"500","262850","Sell","Equity Shares","285430","0.12","11-Nov-2025","11-Nov-2025","12-Nov-2025","Market Sale","-","-","0","0","0","0","BSE","-","13-Nov-2025 19:59","https://nsearchives.nseindia.com/corporate/xbrl/IT_1189440_1574201_13112025075923_WEB.xml"
"INDGN","Indegene Limited","7(2)","BINA SANJEEV PATIL","-","Equity Shares","285430","0.12",,"5930","3107320","Sell","Equity Shares","279500","0.12","11-Nov-2025","11-Nov-2025","12-Nov-2025","Market Sale","-","-","0","0","0","0","NSE","-","13-Nov-2025 19:59","https://nsearchives.nseindia.com/corporate/xbrl/IT_1189440_1574201_13112025075923_WEB.xml"
"INDGN","Indegene Limited","7(2)","BINA SANJEEV PATIL","-","Equity Shares","279500","0.12",,"2000","1031699","Sell","Equity Shares","277500","0.12","12-Nov-2025","12-Nov-2025","12-Nov-2025","Market Sale","-","-","0","0","0","0","NSE","-","13-Nov-2025 19:59","https://nsearchives.nseindia.com/corporate/xbrl/IT_1189440_1574201_13112025075923_WEB.xml"
"INFY","Infosys Limited","7(2)","Infosys Employee Benefits Trust","Other","Equity Shares","9084527","0.22",,"27800","42517604","Sell","Equity Shares","9056727","0.22","11-Nov-2025","11-Nov-2025","12-Nov-2025","Market Sale","-","-","0","0","0","0","NSE","-","13-Nov-2025 19:43","https://nsearchives.nseindia.com/corporate/xbrl/IT_1189439_1574148_13112025074315_WEB.xml"
"INFY","Infosys Limited","7(2)","Vadiraj Shesharaj Guttal","-","ADR/GDR/FCCB","2471","0",,"1871","2820177","Sell","ADR/GDR/FCCB","600","0","11-Nov-2025","11-Nov-2025","12-Nov-2025","Market Sale","-","-","0","0","0","0","NA","-","13-Nov-2025 19:43","https://nsearchives.nseindia.com/corporate/xbrl/IT_1189439_1574148_13112025074315_WEB.xml"
"USHAMART","Usha Martin Limited","7(2)","Stuti Jhawar","Promoter Group","Equity Shares","1287000","0.42",,"5000","2326078","Buy","Equity Shares","1292000","0.42","12-Nov-2025","12-Nov-2025","13-Nov-2025","Market Purchase","-","-","0","0","0","0","NSE","-","13-Nov-2025 18:57","https://nsearchives.nseindia.com/corporate/xbrl/IT_1189436_1573986_13112025065728_WEB.xml"
"JSWSTEEL","JSW Steel Limited","7(2)","JSW Steel Employees Welfare Trust ?  JSWSL OPJ Samruddhi  Plan 2021 A/c","Other","Equity Shares","3002326","0.12",,"4","4713","Sell","Equity Shares","3002322","0.12","10-Nov-2025","10-Nov-2025","12-Nov-2025","Market Sale","-","-","0","0","0","0","NSE","-","13-Nov-2025 18:41","https://nsearchives.nseindia.com/corporate/xbrl/IT_1189434_1573915_13112025064101_WEB.xml"
"JSWSTEEL","JSW Steel Limited","7(2)","JSW Steel Employees Welfare Trust ?  OPJ ESOP Plan 2021 A/c","Other","Equity Shares","3002322","0.12",,"200000","240007254","Buy","Equity Shares","3202322","0.13","11-Nov-2025","11-Nov-2025","12-Nov-2025","Market Purchase","-","-","0","0","0","0","NSE","-","13-Nov-2025 18:41","https://nsearchives.nseindia.com/corporate/xbrl/IT_1189434_1573915_13112025064101_WEB.xml"
"JSWSTEEL","JSW Steel Limited","7(2)","JSW Steel Employees Welfare Trust ?  JSWSL OPJ Samruddhi  Plan 2021 A/c","Other","Equity Shares","3202322","0.13",,"1","1201","Sell","Equity Shares","3202321","0.13","11-Nov-2025","11-Nov-2025","12-Nov-2025","Market Sale","-","-","0","0","0","0","NSE","-","13-Nov-2025 18:41","https://nsearchives.nseindia.com/corporate/xbrl/IT_1189434_1573915_13112025064101_WEB.xml"
"JSWSTEEL","JSW Steel Limited","7(2)","JSW Steel Employees Welfare Trust ?  JSWSL OPJ Samruddhi  Plan 2021 A/c","Other","Equity Shares","3202237","0.13",,"487","578556","Sell","Equity Shares","3201750","0.13","12-Nov-2025","12-Nov-2025","12-Nov-2025","Market Sale","-","-","0","0","0","0","NSE","-","13-Nov-2025 18:41","https://nsearchives.nseindia.com/corporate/xbrl/IT_1189434_1573915_13112025064101_WEB.xml"
"JSWSTEEL","JSW Steel Limited","7(2)","JSW Steel Employees Welfare Trust ?  OPJ ESOP Plan 2021 A/c","Other","Equity Shares","3002715","0.12",,"389","458384","Sell","Equity Shares","3002326","0.12","10-Nov-2025","10-Nov-2025","12-Nov-2025","Market Sale","-","-","0","0","0","0","NSE","-","13-Nov-2025 18:41","https://nsearchives.nseindia.com/corporate/xbrl/IT_1189434_1573915_13112025064101_WEB.xml"
