"SYMBOL 
","COMPANY 
","REGULATION 
","NAME OF THE ACQUIRER/DISPOSER 
","CATEGORY OF PERSON 
","TYPE OF SECURITY (PRIOR) 
","NO. OF SECURITY (PRIOR) 
","% SHAREHOLDING (PRIOR) 
","TYPE OF SECURITY (ACQUIRED/DISPLOSED) 
","NO. OF SECURITIES (ACQUIRED/DISPLOSED) 
","VALUE OF SECURITY (ACQUIRED/DISPLOSED) 
","ACQUISITION/DISPOSAL TRANSACTION TYPE 
","TYPE OF SECURITY (POST) 
","NO. OF SECURITY (POST) 
","% POST 
","DATE OF ALLOTMENT/ACQUISITION FROM 
","DATE OF ALLOTMENT/ACQUISITION TO 
","DATE OF INITMATION TO COMPANY 
","MODE OF ACQUISITION 
","DERIVATIVE TYPE SECURITY 
","DERIVATIVE CONTRACT SPECIFICATION 
","NOTIONAL VALUE(BUY) 
","NUMBER OF UNITS/CONTRACT LOT SIZE (BUY) 
","NOTIONAL VALUE(SELL) 
","NUMBER OF UNITS/CONTRACT LOT SIZE  (SELL) 
","EXCHANGE 
","REMARK 
","BROADCASTE DATE AND TIME 
","XBRL 
"
"JBCHEPHARM","JB Chemicals & Pharmaceuticals Limited","7(2)","Nikhil Ashokkumar Chopra","Director","Equity Shares","Nil","0",,"1916596","3612016821","Buy","Equity Shares","1916596","1.19","21-Jan-2026","21-Jan-2026","21-Jan-2026","ESOP","-","-","0","0","0","0","NA","-","23-Jan-2026 19:48","https://nsearchives.nseindia.com/corporate/xbrl/IT_1193095_1609594_23012026074849_WEB.xml"
"JBCHEPHARM","JB Chemicals & Pharmaceuticals Limited","7(2)","Sushree Mishra","-","Equity Shares","Nil","0",,"18072","34058491","Buy","Equity Shares","18072","0.01","21-Jan-2026","21-Jan-2026","21-Jan-2026","ESOP","-","-","0","0","0","0","NA","-","23-Jan-2026 19:48","https://nsearchives.nseindia.com/corporate/xbrl/IT_1193095_1609594_23012026074849_WEB.xml"
"JBCHEPHARM","JB Chemicals & Pharmaceuticals Limited","7(2)","Dilip Singh Rathore","-","Equity Shares","Nil","0",,"217534","409964576","Buy","Equity Shares","217534","0.14","21-Jan-2026","21-Jan-2026","21-Jan-2026","ESOP","-","-","0","0","0","0","NA","-","23-Jan-2026 19:48","https://nsearchives.nseindia.com/corporate/xbrl/IT_1193095_1609594_23012026074849_WEB.xml"
"JBCHEPHARM","JB Chemicals & Pharmaceuticals Limited","7(2)","Kunal Anil Khanna","-","Equity Shares","Nil","0",,"217540","409975884","Buy","Equity Shares","217540","0.14","21-Jan-2026","21-Jan-2026","21-Jan-2026","ESOP","-","-","0","0","0","0","NA","-","23-Jan-2026 19:48","https://nsearchives.nseindia.com/corporate/xbrl/IT_1193095_1609594_23012026074849_WEB.xml"
"JBCHEPHARM","JB Chemicals & Pharmaceuticals Limited","7(2)","Pradeep Kumar Singh","-","Equity Shares","6005","0",,"173421","326829216","Buy","Equity Shares","179426","0.11","21-Jan-2026","21-Jan-2026","21-Jan-2026","ESOP","-","-","0","0","0","0","NA","-","23-Jan-2026 19:48","https://nsearchives.nseindia.com/corporate/xbrl/IT_1193095_1609594_23012026074849_WEB.xml"
"JBCHEPHARM","JB Chemicals & Pharmaceuticals Limited","7(2)","Narayan Prasad Saraf","Key Managerial Personnel","Equity Shares","2","0",,"168468","317494792","Buy","Equity Shares","168470","0.11","21-Jan-2026","21-Jan-2026","21-Jan-2026","ESOP","-","-","0","0","0","0","NA","-","23-Jan-2026 19:48","https://nsearchives.nseindia.com/corporate/xbrl/IT_1193095_1609594_23012026074849_WEB.xml"
"JBCHEPHARM","JB Chemicals & Pharmaceuticals Limited","7(2)","Sujay Kamlakar Rajhans","-","Equity Shares","11811","0.01",,"92489","174304769","Buy","Equity Shares","104300","0.07","21-Jan-2026","21-Jan-2026","21-Jan-2026","ESOP","-","-","0","0","0","0","NA","-","23-Jan-2026 19:48","https://nsearchives.nseindia.com/corporate/xbrl/IT_1193095_1609594_23012026074849_WEB.xml"
"JBCHEPHARM","JB Chemicals & Pharmaceuticals Limited","7(2)","Jason Nestor Vincent DSouza","-","Equity Shares","Nil","0",,"61934","116720816","Buy","Equity Shares","61934","0.04","21-Jan-2026","21-Jan-2026","21-Jan-2026","ESOP","-","-","0","0","0","0","NA","-","23-Jan-2026 19:48","https://nsearchives.nseindia.com/corporate/xbrl/IT_1193095_1609594_23012026074849_WEB.xml"
"JBCHEPHARM","JB Chemicals & Pharmaceuticals Limited","7(2)","Parmeshwar Bhawarlalji Bang","-","Equity Shares","7000","0",,"62321","117450156","Buy","Equity Shares","69321","0.04","21-Jan-2026","21-Jan-2026","21-Jan-2026","ESOP","-","-","0","0","0","0","NA","-","23-Jan-2026 19:48","https://nsearchives.nseindia.com/corporate/xbrl/IT_1193095_1609594_23012026074849_WEB.xml"
"NRBBEARING","NRB Bearing Limited","7(2)","Harshbeena Zaveri","Promoters","Equity Shares","40207885","41.48",,"8000000","0","Pledge","Equity Shares","40207885","41.48","21-Jan-2026","21-Jan-2026","23-Jan-2026","Pledge Creation","-","-","0","0","0","0","NA","-","23-Jan-2026 18:41","https://nsearchives.nseindia.com/corporate/xbrl/IT_1193091_1609493_23012026064121_WEB.xml"
"RBS","Ramdevbaba Solvent Limited","7(2)","Tushar Ramesh Mohata","Promoters","Equity Shares","4039850","17.67",,"4800","437360","Buy","Equity Shares","4044650","17.69","22-Jan-2026","23-Jan-2026","23-Jan-2026","Market Purchase","-","-","0","0","0","0","NSE","-","23-Jan-2026 18:21","https://nsearchives.nseindia.com/corporate/xbrl/IT_1193089_1609454_23012026062106_WEB.xml"
"DMART","Avenue Supermarts Limited","7(2)","Manoranjan Suresh Sahoo","-","Equity Shares","41740","0",,"2500","9126825","Sell","Equity Shares","39240","0","21-Jan-2026","21-Jan-2026","22-Jan-2026","Market Sale","-","-","0","0","0","0","NSE","-","23-Jan-2026 17:25","https://nsearchives.nseindia.com/corporate/xbrl/IT_1193087_1609287_23012026052556_WEB.xml"
"DMART","Avenue Supermarts Limited","7(2)","Hitesh Bachubhai Shah","-","Equity Shares","425000","0.06",,"1500","5518099","Sell","Equity Shares","423500","0.06","21-Jan-2026","22-Jan-2026","23-Jan-2026","Market Sale","-","-","0","0","0","0","NSE","-","23-Jan-2026 17:25","https://nsearchives.nseindia.com/corporate/xbrl/IT_1193087_1609287_23012026052556_WEB.xml"
"HOMESFY","Homesfy Realty Limited","7(2)","Ashish Kukreja","Promoters","Equity Shares","1549212","48.02",,"1500","256500","Buy","Equity Shares","1550712","48.07","22-Jan-2026","23-Jan-2026","23-Jan-2026","Market Purchase","-","-","0","0","0","0","NSE","-","23-Jan-2026 16:46","https://nsearchives.nseindia.com/corporate/xbrl/IT_1193085_1609196_23012026044617_WEB.xml"
"RILINFRA","Rachana Infrastructure Limited","7(2)","JAYDEEP GIRISHBHAI RAVAL","Promoter Group","Equity Shares","1511760","8.13",,"4200","138054","Buy","Equity Shares","1515960","8.15","22-Jan-2026","22-Jan-2026","23-Jan-2026","Market Purchase","-","-","0","0","0","0","NSE","-","23-Jan-2026 16:40","https://nsearchives.nseindia.com/corporate/xbrl/IT_1193083_1609175_23012026044050_WEB.xml"
"CEATLTD","CEAT Limited","7(2)","STEL Holdings Limited","Promoter Group","Equity Shares","1480157","3.66",,"18850","69978355","Buy","Equity Shares","1499007","3.71","22-Jan-2026","22-Jan-2026","23-Jan-2026","Market Purchase","-","-","0","0","0","0","NSE","-","23-Jan-2026 16:36","https://nsearchives.nseindia.com/corporate/xbrl/IT_1193081_1609161_23012026043642_WEB.xml"
"CHEMBOND","Chembond Material Technologies Limited","7(2)","Sameer V Shah","Director","Equity Shares","3651899","27.16",,"14694","2286239","Buy","Equity Shares","3666593","27.26","22-Jan-2026","22-Jan-2026","22-Jan-2026","Market Purchase","-","-","0","0","0","0","NSE","-","23-Jan-2026 15:43","https://nsearchives.nseindia.com/corporate/xbrl/IT_1193078_1609086_23012026034344_WEB.xml"
"CHEMBOND","Chembond Material Technologies Limited","7(2)","Sameer V Shah","Director","Equity Shares","3633168","27.02",,"18731","2624775","Buy","Equity Shares","3651899","27.16","21-Jan-2026","21-Jan-2026","22-Jan-2026","Market Purchase","-","-","0","0","0","0","NSE","-","23-Jan-2026 15:43","https://nsearchives.nseindia.com/corporate/xbrl/IT_1193078_1609086_23012026034344_WEB.xml"
"BIKEWO","Bikewo Green Tech Limited","7(2)","NANDALURU VIDHYA SAGAR REDDY","Promoters","Equity Shares","920550","7.06",,"92000","1879099","Sell","Equity Shares","828550","6.35","12-Jan-2025","20-Jan-2025","22-Jan-2025","Market Sale","-","-","0","0","0","0","NSE","-","23-Jan-2026 15:33","https://nsearchives.nseindia.com/corporate/xbrl/IT_1193077_1609054_23012026033314_WEB.xml"
"ARVINDFASN","Arvind Fashions Limited","7(2)","Anurag Pandey","Employees/Designated Employees","Equity Shares","35000","0.03",,"5000","765850","Buy","Equity Shares","40000","0.03","23-Jan-2026","23-Jan-2026","23-Jan-2026","ESOP","-","-","0","0","0","0","NA","-","23-Jan-2026 14:59","https://nsearchives.nseindia.com/corporate/xbrl/IT_1193074_1609002_23012026025914_WEB.xml"
"CONNPLEX","Connplex Cinemas Limited","7(2)","Rahul Kamleshbhai Dhyani","Promoters","Equity Shares","6687600","35.01",,"4000","997985","Buy","Equity Shares","6691600","35.03","21-Jan-2026","21-Jan-2026","23-Jan-2026","Market Purchase","-","-","0","0","0","0","NSE","-","23-Jan-2026 13:18","https://nsearchives.nseindia.com/corporate/xbrl/IT_1193072_1608922_23012026011805_WEB.xml"
"EEPL","Eppeltone Engineers Limited","7(2)","DIVYA SHARMA","Promoter Group","Equity Shares","19930","0.15",,"9000","1453320","Buy","Equity Shares","28930","0.22","22-Jan-2026","22-Jan-2026","22-Jan-2026","Market Purchase","-","-","0","0","0","0","NSE","-","22-Jan-2026 21:08","https://nsearchives.nseindia.com/corporate/xbrl/IT_1193069_1608729_22012026090841_WEB.xml"
"JBCHEPHARM","JB Chemicals & Pharmaceuticals Limited","7(2)","Torrent Pharmaceuticals Limited","Promoters","Equity Shares","1317","0",,"74481519","119170430400","Buy","Equity Shares","74482836","46.43","21-Jan-2026","21-Jan-2026","21-Jan-2026","Off Market","-","-","0","0","0","0","NA","-","22-Jan-2026 20:00","https://nsearchives.nseindia.com/corporate/xbrl/IT_1193067_1608692_22012026080048_WEB.xml"
"JBCHEPHARM","JB Chemicals & Pharmaceuticals Limited","7(2)","Tau Investment Holdings Pte. Ltd.","Promoters","Equity Shares","74481519","46.42",,"74481519","119170430400","Sell","Equity Shares","Nil","0","21-Jan-2026","21-Jan-2026","21-Jan-2026","Off Market","-","-","0","0","0","0","NA","-","22-Jan-2026 20:00","https://nsearchives.nseindia.com/corporate/xbrl/IT_1193067_1608692_22012026080048_WEB.xml"
"SPLIL","SPL Industries Limited","7(2)","Avni Jindal","Promoter Group","Equity Shares","374719","1.29",,"9558","320585","Sell","Equity Shares","365161","1.26","31-Dec-2025","31-Dec-2025","20-Jan-2026","Market Sale","-","-","0","0","0","0","NSE","-","22-Jan-2026 18:32","https://nsearchives.nseindia.com/corporate/xbrl/IT_1193065_1608568_22012026063256_WEB.xml"
"SPLIL","SPL Industries Limited","7(2)","Avni Jindal","Promoter Group","Equity Shares","399990","1.38",,"10000","380100","Sell","Equity Shares","389990","1.34","03-Dec-2025","03-Dec-2025","20-Jan-2026","Market Sale","-","-","0","0","0","0","NSE","-","22-Jan-2026 18:32","https://nsearchives.nseindia.com/corporate/xbrl/IT_1193065_1608568_22012026063256_WEB.xml"
"SPLIL","SPL Industries Limited","7(2)","Avni Jindal","Promoter Group","Equity Shares","378030","1.3",,"252","9458","Sell","Equity Shares","377778","1.3","08-Dec-2025","08-Dec-2025","20-Jan-2026","Market Sale","-","-","0","0","0","0","NSE","-","22-Jan-2026 18:32","https://nsearchives.nseindia.com/corporate/xbrl/IT_1193065_1608568_22012026063256_WEB.xml"
"SPLIL","SPL Industries Limited","7(2)","Avni Jindal","Promoter Group","Equity Shares","375619","1.3",,"900","30685","Sell","Equity Shares","374719","1.29","24-Dec-2025","24-Dec-2025","20-Jan-2026","Market Sale","-","-","0","0","0","0","NSE","-","22-Jan-2026 18:32","https://nsearchives.nseindia.com/corporate/xbrl/IT_1193065_1608568_22012026063256_WEB.xml"
"SPLIL","SPL Industries Limited","7(2)","Avni Jindal","Promoter Group","Equity Shares","376778","1.3",,"1159","40565","Sell","Equity Shares","375619","1.3","22-Dec-2025","22-Dec-2025","20-Jan-2026","Market Sale","-","-","0","0","0","0","NSE","-","22-Jan-2026 18:32","https://nsearchives.nseindia.com/corporate/xbrl/IT_1193065_1608568_22012026063256_WEB.xml"
"SPLIL","SPL Industries Limited","7(2)","Avni Jindal","Promoter Group","Equity Shares","377778","1.3",,"1000","37120","Sell","Equity Shares","376778","1.3","10-Dec-2025","10-Dec-2025","20-Jan-2026","Market Sale","-","-","0","0","0","0","NSE","-","22-Jan-2026 18:32","https://nsearchives.nseindia.com/corporate/xbrl/IT_1193065_1608568_22012026063256_WEB.xml"
"SPLIL","SPL Industries Limited","7(2)","Avni Jindal","Promoter Group","Equity Shares","379408","1.31",,"1378","51875","Sell","Equity Shares","378030","1.3","05-Dec-2025","05-Dec-2025","20-Jan-2026","Market Sale","-","-","0","0","0","0","NSE","-","22-Jan-2026 18:32","https://nsearchives.nseindia.com/corporate/xbrl/IT_1193065_1608568_22012026063256_WEB.xml"
"SPLIL","SPL Industries Limited","7(2)","Avni Jindal","Promoter Group","Equity Shares","389990","1.34",,"10582","399507","Sell","Equity Shares","379408","1.31","04-Dec-2025","04-Dec-2025","20-Jan-2026","Market Sale","-","-","0","0","0","0","NSE","-","22-Jan-2026 18:32","https://nsearchives.nseindia.com/corporate/xbrl/IT_1193065_1608568_22012026063256_WEB.xml"
"SAAKSHI","Saakshi Medtech and Panels Limited","7(2)","ANIKET VIJAY LATKAR","Promoters","Equity Shares","673400","3.8",,"3000","542960","Buy","Equity Shares","676400","3.83","21-Jan-2026","21-Jan-2026","21-Jan-2026","Market Purchase","-","-","0","0","0","0","NSE","-","22-Jan-2026 18:12","https://nsearchives.nseindia.com/corporate/xbrl/IT_1193063_1608521_22012026061235_WEB.xml"
"SAAKSHI","Saakshi Medtech and Panels Limited","7(2)","MAYURI ANIKET LATKAR","Promoters","Equity Shares","673500","3.8",,"59400","10838250","Buy","Equity Shares","732900","4.15","21-Jan-2026","21-Jan-2026","21-Jan-2026","Market Purchase","-","-","0","0","0","0","NSE","-","22-Jan-2026 18:12","https://nsearchives.nseindia.com/corporate/xbrl/IT_1193063_1608521_22012026061235_WEB.xml"
"SAAKSHI","Saakshi Medtech and Panels Limited","7(2)","MAYURI ANIKET LATKAR","Promoters","Equity Shares","673500","3.8",,"59400","10838250","Buy","Equity Shares","732900","4.15","21-Jan-2026","21-Jan-2026","21-Jan-2026","Market Purchase","-","-","0","0","0","0","NSE","-","22-Jan-2026 18:12","https://nsearchives.nseindia.com/corporate/xbrl/IT_1193063_1608521_22012026061235_WEB.xml"
"SAAKSHI","Saakshi Medtech and Panels Limited","7(2)","ANIKET VIJAY LATKAR","Promoters","Equity Shares","673400","3.8",,"3000","542960","Buy","Equity Shares","676400","3.83","21-Jan-2026","21-Jan-2026","21-Jan-2026","Market Purchase","-","-","0","0","0","0","NSE","-","22-Jan-2026 18:12","https://nsearchives.nseindia.com/corporate/xbrl/IT_1193063_1608521_22012026061235_WEB.xml"
"DHARARAIL","Dhara Rail Projects Limited","7(2)","Medha Family Office LLP","Promoter Group","Equity Shares","171000","1.13",,"9000","985394","Buy","Equity Shares","180000","1.19","21-Jan-2026","21-Jan-2026","22-Jan-2026","Market Purchase","-","-","0","0","0","0","NSE","-","22-Jan-2026 18:07","https://nsearchives.nseindia.com/corporate/xbrl/IT_1193062_1608494_22012026060739_WEB.xml"
"INM","Interiors & More Limited","7(2)","Zyana Stocks and Commodities (Held on behalf of the firm by its partner(s))","Promoter Group","Equity Shares","Nil","0",,"3000","734232","Buy","Equity Shares","3000","0.02","14-Jan-2026","22-Jan-2026","22-Jan-2026","Market Purchase","-","-","0","0","0","0","NSE","-","22-Jan-2026 17:50","https://nsearchives.nseindia.com/corporate/xbrl/IT_1193059_1608453_22012026055031_WEB.xml"
"360ONE","360 ONE WAM LIMITED","7(2)","Priya Biswas","Employees/Designated Employees","Equity Shares","48520","0.01",,"2000","2440000","Sell","Equity Shares","46520","0.01","19-Jan-2026","19-Jan-2026","20-Jan-2026","Market Sale","-","-","0","0","0","0","NSE","-","22-Jan-2026 17:22","https://nsearchives.nseindia.com/corporate/xbrl/IT_1193057_1608372_22012026052205_WEB.xml"
"360ONE","360 ONE WAM LIMITED","7(2)","Anshuman Maheshwary","Employees/Designated Employees","Equity Shares","135152","0.03",,"60000","73212600","Sell","Equity Shares","75152","0.02","19-Jan-2026","19-Jan-2026","20-Jan-2026","Market Sale","-","-","0","0","0","0","NSE","-","22-Jan-2026 17:22","https://nsearchives.nseindia.com/corporate/xbrl/IT_1193057_1608372_22012026052205_WEB.xml"
"360ONE","360 ONE WAM LIMITED","7(2)","Sanjay Wadhwa","Key Managerial Personnel","Equity Shares","8225","0",,"6000","7333400","Sell","Equity Shares","2225","0","19-Jan-2026","19-Jan-2026","20-Jan-2026","Market Sale","-","-","0","0","0","0","NSE","-","22-Jan-2026 17:22","https://nsearchives.nseindia.com/corporate/xbrl/IT_1193057_1608372_22012026052205_WEB.xml"
"360ONE","360 ONE WAM LIMITED","7(2)","PARINAZ VAKIL","Employees/Designated Employees","Equity Shares","223012","0.06",,"30000","36000000","Sell","Equity Shares","193012","0.05","19-Jan-2026","19-Jan-2026","20-Jan-2026","Market Sale","-","-","0","0","0","0","NSE","-","22-Jan-2026 17:22","https://nsearchives.nseindia.com/corporate/xbrl/IT_1193057_1608372_22012026052205_WEB.xml"
"360ONE","360 ONE WAM LIMITED","7(2)","Japhia Walker","Employees/Designated Employees","Equity Shares","67304","0.02",,"5000","6054050","Sell","Equity Shares","62304","0.02","19-Jan-2026","19-Jan-2026","20-Jan-2026","Market Sale","-","-","0","0","0","0","NSE","-","22-Jan-2026 17:22","https://nsearchives.nseindia.com/corporate/xbrl/IT_1193057_1608372_22012026052205_WEB.xml"
"HCLTECH","HCL Technologies Limited","7(2)","Ravi Yeddanapudi","-","Equity Shares","66694","0",,"2597","4466840","Buy","Equity Shares","69291","0","20-Jan-2026","20-Jan-2026","22-Jan-2026","ESOP","-","-","0","0","0","0","NA","-","22-Jan-2026 17:17","https://nsearchives.nseindia.com/corporate/xbrl/IT_1193056_1608360_22012026051712_WEB.xml"
"HCLTECH","HCL Technologies Limited","7(2)","HCL Technologies Stock Options Trust","-","Equity Shares","7987934","0.29",,"10465","17999800","Sell","Equity Shares","7977469","0.29","20-Jan-2026","20-Jan-2026","22-Jan-2026","ESOP","-","-","0","0","0","0","NA","-","22-Jan-2026 17:17","https://nsearchives.nseindia.com/corporate/xbrl/IT_1193056_1608360_22012026051712_WEB.xml"
"HCLTECH","HCL Technologies Limited","7(2)","Ajit Krishnankutty Kumar","-","Equity Shares","12635","0",,"1800","3096000","Buy","Equity Shares","14435","0","20-Jan-2026","20-Jan-2026","22-Jan-2026","ESOP","-","-","0","0","0","0","NA","-","22-Jan-2026 17:17","https://nsearchives.nseindia.com/corporate/xbrl/IT_1193056_1608360_22012026051712_WEB.xml"
"ECLERX","eClerx Services Limited","7(2)","Eclerx Employee Welfare Trust","Other","Equity Shares","860589","1.83",,"500","408495","Sell","Equity Shares","860089","1.83","20-Jan-2026","20-Jan-2026","22-Jan-2026","Off Market","-","-","0","0","0","0","NA","-","22-Jan-2026 16:47","https://nsearchives.nseindia.com/corporate/xbrl/IT_1193053_1608292_22012026044730_WEB.xml"
"DBCORP","D.B.Corp Limited","7(2)","D B Power Limited","Promoter Group","Equity Shares","2345000","1.32",,"113351","28084694","Buy","Equity Shares","2458351","1.38","19-Jan-2026","19-Jan-2026","20-Jan-2026","Market Purchase","-","-","0","0","0","0","NSE","-","22-Jan-2026 15:53","https://nsearchives.nseindia.com/corporate/xbrl/IT_1193050_1608203_22012026035350_WEB.xml"
"DBCORP","D.B.Corp Limited","7(2)","D B Power Limited","Promoter Group","Equity Shares","2520425","1.41",,"180662","46416277","Buy","Equity Shares","2701087","1.52","21-Jan-2026","21-Jan-2026","22-Jan-2026","Market Purchase","-","-","0","0","0","0","NSE","-","22-Jan-2026 15:53","https://nsearchives.nseindia.com/corporate/xbrl/IT_1193050_1608203_22012026035350_WEB.xml"
"DBCORP","D.B.Corp Limited","7(2)","D B Power Limited","Promoter Group","Equity Shares","2458351","1.38",,"62074","15596341","Buy","Equity Shares","2520425","1.41","20-Jan-2026","20-Jan-2026","21-Jan-2026","Market Purchase","-","-","0","0","0","0","NSE","-","22-Jan-2026 15:53","https://nsearchives.nseindia.com/corporate/xbrl/IT_1193050_1608203_22012026035350_WEB.xml"
"PULZ","Pulz Electronics Limited","7(2)","Anirvan Ghose","Promoters","Equity Shares","4791936","21.97",,"148000","3816949","Sell","Equity Shares","4643936","21.29","06-Jan-2026","22-Jan-2026","22-Jan-2026","Market Sale","-","-","0","0","0","0","NSE","-","22-Jan-2026 14:28","https://nsearchives.nseindia.com/corporate/xbrl/IT_1193048_1608081_22012026022841_WEB.xml"
"OBSCP","OBSC Perfection Limited","7(2)","Omega Bright Steel & Components Pvt Ltd","Promoters","Equity Shares","9023400","36.9",,"4800","1440000","Buy","Equity Shares","9028200","36.92","21-Jan-2026","21-Jan-2026","22-Jan-2026","Market Purchase","-","-","0","0","0","0","NSE","-","22-Jan-2026 13:47","https://nsearchives.nseindia.com/corporate/xbrl/IT_1193042_1608040_22012026014705_WEB.xml"
"RILINFRA","Rachana Infrastructure Limited","7(2)","JAYDEEP GIRISHBHAI RAVAL","Promoter Group","Equity Shares","1508460","8.11",,"3300","101079","Buy","Equity Shares","1511760","8.13","21-Jan-2026","21-Jan-2026","22-Jan-2026","Market Purchase","-","-","0","0","0","0","NSE","-","22-Jan-2026 12:16","https://nsearchives.nseindia.com/corporate/xbrl/IT_1193040_1607956_22012026121639_WEB.xml"
"KPEL","K.P. Energy Limited","7(2)","Farukbhai Gulambhai Patel","Promoters","Equity Shares","29891236","44.68",,"688800","283785600","Buy","Equity Shares","30580036","45.24","21-Jan-2026","21-Jan-2026","21-Jan-2026","Conversion of security","-","-","0","0","0","0","NA","-","21-Jan-2026 23:13","https://nsearchives.nseindia.com/corporate/xbrl/IT_1193038_1607825_21012026111332_WEB.xml"
"AMEYA","Ameya Precision Engineers Limited","7(2)","BIPIN SHIRISH PANDE","Promoters","Equity Shares","1819700","24.26",,"4000","371840","Buy","Equity Shares","1823700","24.31","19-Jan-2026","19-Jan-2026","20-Jan-2026","Market Purchase","-","-","0","0","0","0","NSE","-","21-Jan-2026 20:00","https://nsearchives.nseindia.com/corporate/xbrl/IT_1193036_1607725_21012026080018_WEB.xml"
"HCLTECH","HCL Technologies Limited","7(2)","HCL Technologies Stock Options Trust","-","Equity Shares","7993090","0.3",,"5156","8610520","Sell","Equity Shares","7987934","0.29","16-Jan-2026","16-Jan-2026","20-Jan-2026","ESOP","-","-","0","0","0","0","NA","-","21-Jan-2026 19:06","https://nsearchives.nseindia.com/corporate/xbrl/IT_1193034_1607612_21012026070630_WEB.xml"
"HCLTECH","HCL Technologies Limited","7(2)","Sangamesh Vinayagamurthy","-","Equity Shares","2455","0",,"3319","5542730","Buy","Equity Shares","5774","0","16-Jan-2026","16-Jan-2026","20-Jan-2026","ESOP","-","-","0","0","0","0","NA","-","21-Jan-2026 19:06","https://nsearchives.nseindia.com/corporate/xbrl/IT_1193034_1607612_21012026070630_WEB.xml"
"HCLTECH","HCL Technologies Limited","7(2)","Vineet Shukla","-","Equity Shares","1","0",,"1106","1845361","Buy","Equity Shares","1107","0","15-Jan-2026","15-Jan-2026","19-Jan-2026","ESOP","-","-","0","0","0","0","NA","-","21-Jan-2026 19:03","https://nsearchives.nseindia.com/corporate/xbrl/IT_1193032_1607599_21012026070357_WEB.xml"
"HCLTECH","HCL Technologies Limited","7(2)","Thimmaiah Pandanda Changappa","-","Equity Shares","5000","0",,"2186","3647341","Buy","Equity Shares","7186","0","15-Jan-2026","15-Jan-2026","19-Jan-2026","ESOP","-","-","0","0","0","0","NA","-","21-Jan-2026 19:03","https://nsearchives.nseindia.com/corporate/xbrl/IT_1193032_1607599_21012026070357_WEB.xml"
"HCLTECH","HCL Technologies Limited","7(2)","HCL Technologies Stock Options Trust","-","Equity Shares","8000542","0.3",,"7452","12433662","Sell","Equity Shares","7993090","0.3","15-Jan-2026","15-Jan-2026","19-Jan-2026","ESOP","-","-","0","0","0","0","NA","-","21-Jan-2026 19:03","https://nsearchives.nseindia.com/corporate/xbrl/IT_1193032_1607599_21012026070357_WEB.xml"
"HCLTECH","HCL Technologies Limited","7(2)","Balasubramanian Kalyan Kumar","-","Equity Shares","25166","0",,"10000","17092199","Sell","Equity Shares","15166","0","19-Jan-2026","19-Jan-2026","20-Jan-2026","Market Sale","-","-","0","0","0","0","NSE","-","21-Jan-2026 18:50","https://nsearchives.nseindia.com/corporate/xbrl/IT_1193030_1607567_21012026065017_WEB.xml"
"GPECO","GP Eco Solutions India Limited","7(2)","Urmila Tripathi","Promoter Group","Equity Shares","3800","0.03",,"2200","759372","Buy","Equity Shares","6000","0.05","20-Jan-2026","21-Jan-2026","21-Jan-2026","Market Purchase","-","-","0","0","0","0","NSE","-","21-Jan-2026 18:27","https://nsearchives.nseindia.com/corporate/xbrl/IT_1193028_1607517_21012026062739_WEB.xml"
"GPECO","GP Eco Solutions India Limited","7(2)","Urmila Tripathi","Promoter Group","Equity Shares","4400","0.04",,"600","236952","Sell","Equity Shares","3800","0.03","14-Jan-2026","14-Jan-2026","19-Jan-2026","Market Sale","-","-","0","0","0","0","NSE","-","21-Jan-2026 18:27","https://nsearchives.nseindia.com/corporate/xbrl/IT_1193028_1607517_21012026062739_WEB.xml"
"GPECO","GP Eco Solutions India Limited","7(2)","Urmila Tripathi","Promoter Group","Equity Shares","2000","0.02",,"2400","956189","Buy","Equity Shares","4400","0.04","05-Jan-2026","14-Jan-2026","19-Jan-2026","Market Purchase","-","-","0","0","0","0","NSE","-","21-Jan-2026 18:27","https://nsearchives.nseindia.com/corporate/xbrl/IT_1193028_1607517_21012026062739_WEB.xml"
"GPECO","GP Eco Solutions India Limited","7(2)","Astik Mani Tripathi","Promoters","Equity Shares","360000","3.04",,"10000","3190510","Buy","Equity Shares","370000","3.13","21-Jan-2026","21-Jan-2026","21-Jan-2026","Market Purchase","-","-","0","0","0","0","NSE","-","21-Jan-2026 18:27","https://nsearchives.nseindia.com/corporate/xbrl/IT_1193028_1607517_21012026062739_WEB.xml"
"OBSCP","OBSC Perfection Limited","7(2)","Omega Bright Steel & Components Private Limited","Promoters","Equity Shares","8988600","36.76",,"34800","10756000","Buy","Equity Shares","9023400","36.9","19-Jan-2026","20-Jan-2026","20-Jan-2026","Market Purchase","-","-","0","0","0","0","NSE","-","21-Jan-2026 17:14","https://nsearchives.nseindia.com/corporate/xbrl/IT_1193026_1607275_21012026051407_WEB.xml"
"OBSCP","OBSC Perfection Limited","7(2)","Sanjeev Verma","Promoters","Equity Shares","-","0",,"4000","1222000","Buy","Equity Shares","4000","0.02","20-Jan-2026","21-Jan-2026","21-Jan-2026","Market Purchase","-","-","0","0","0","0","NSE","-","21-Jan-2026 17:14","https://nsearchives.nseindia.com/corporate/xbrl/IT_1193026_1607275_21012026051407_WEB.xml"
